subscription_id,account_id,plan,monthly_revenue,annual_contract_value,renewal_date,status
SUB002257,ACC000517,Professional,5201.81,61049.74,2026-12-03,Active
SUB002258,ACC002424,Enterprise,25676.96,290515.43,2027-01-03,Active
SUB002259,ACC001278,Professional,2600.93,28094.28,2026-03-16,Paused
SUB002260,ACC000878,Growth,1335.21,15668.84,2026-07-29,Trial
SUB002261,ACC002279,Growth,1028.16,11911.69,2026-06-09,Paused
SUB002262,ACC001140,Enterprise,28757.36,300113.83,2026-11-12,Active
SUB002263,ACC002039,Starter,141.88,1646.45,2027-05-02,Active
SUB002264,ACC001286,Enterprise,37707.14,391247.83,2026-07-02,Paused
SUB002265,ACC000270,Starter,293.14,3291.02,2026-11-16,Active
SUB002266,ACC002905,Growth,663.43,7669.29,2027-04-24,Active
SUB002267,ACC000942,Starter,437.41,4541.27,2027-06-25,Active
SUB002268,ACC002991,Growth,1175.14,13791.53,2025-10-29,Active
SUB002269,ACC001838,Enterprise,14398.83,149504.25,2026-07-15,Trial
SUB002270,ACC001981,Growth,1933.09,22528.75,2026-06-08,Paused
SUB002271,ACC000860,Enterprise,10118.07,112987.18,2026-01-26,Paused
SUB002272,ACC000055,Growth,1755.47,20336.75,2026-11-20,Active
SUB002273,ACC000756,Starter,439.73,4899.46,2027-04-03,Active
SUB002274,ACC000166,Growth,1718.4,19065.79,2026-07-15,Trial
SUB002275,ACC000850,Professional,3638.42,38076.43,2026-09-18,Active
SUB002276,ACC002307,Enterprise,31812.32,365125.17,2026-03-13,Cancelled
SUB002277,ACC000622,Enterprise,8918.71,96734.72,2026-10-05,Active
SUB002278,ACC002832,Professional,6388.41,68677.61,2027-07-06,Active
SUB002279,ACC001725,Professional,7457.07,87647.54,2027-02-08,Active
SUB002280,ACC000114,Professional,7399.02,83669.97,2027-05-16,Active
SUB002281,ACC000438,Enterprise,46612.87,528847.02,2027-01-28,Active
SUB002282,ACC001669,Growth,1484.4,15960.52,2025-09-16,Active
SUB002283,ACC002083,Growth,1529.69,16207.5,2026-08-04,Trial
SUB002284,ACC001694,Starter,451.95,5348.92,2026-04-21,Paused
SUB002285,ACC002969,Professional,7345.94,80874.03,2026-03-22,Cancelled
SUB002286,ACC000741,Starter,185.58,1971.94,2027-02-03,Active
SUB002287,ACC001634,Starter,246.81,2899.36,2026-09-04,Active
SUB002288,ACC000927,Professional,6885.64,79078.02,2026-03-01,Cancelled
SUB002289,ACC002508,Growth,,9122.51,2026-08-04,Trial
SUB002290,ACC001957,Enterprise,9820.2,105447.75,2026-08-03,Trial
SUB002291,ACC002213,Professional,5446.31,56768.08,2027-02-03,Active
SUB002292,ACC002185,Growth,978.72,11004.69,2026-10-18,Active
SUB002293,ACC000822,Professional,3727.78,43801.69,2026-07-15,Trial
SUB002294,ACC001852,Growth,1470.51,17344.63,2026-03-14,Cancelled
SUB002295,ACC001023,Growth,1216.21,13162.56,2027-02-12,Active
SUB002296,ACC001067,Growth,524.67,6129.48,2026-08-23,Active
SUB002297,ACC000728,Growth,657.28,7887.36,2027-05-29,Active
SUB002298,ACC001624,Professional,7063.01,74582.04,2026-10-07,Active
SUB002299,ACC002386,Growth,1240.28,14419.06,2026-01-10,Paused
SUB002300,ACC001848,Professional,6135.14,68449.28,2026-03-20,Cancelled
SUB002301,ACC000115,Professional,5168.9,56924.19,2025-07-13,Active
SUB002302,ACC002704,Enterprise,37759.35,421018.02,2026-09-04,Active
SUB002303,ACC001900,Enterprise,23864.12,262455.9,2026-04-24,Active
SUB002304,ACC002781,Enterprise,9353.78,108393.85,2027-02-14,Active
SUB002305,ACC001576,Growth,1421.11,16281.39,2026-07-12,Trial
SUB002306,ACC002700,Growth,725.84,8304.75,2026-07-08,Trial
SUB002307,ACC000164,Growth,1977.02,23678.8,2027-01-23,Active
SUB002308,ACC001875,Growth,1916.01,22859.29,2026-04-14,Paused
SUB002309,ACC002370,Growth,1632.68,18673.66,2026-08-27,Active
SUB002310,ACC001154,Growth,1583.56,17364.85,2027-04-21,Active
SUB002311,ACC002980,Professional,3321.04,35548.26,2026-12-21,Active
SUB002312,ACC002373,Growth,754.67,8141.1,2026-07-07,Trial
SUB002313,ACC000230,Professional,5073.01,52777.06,2026-12-11,Active
SUB002314,ACC002794,Professional,6278.53,65734.85,2026-07-26,Active
SUB002315,ACC002020,Growth,1295.68,14286.4,2026-11-07,Active
SUB002316,ACC001258,Enterprise,38269.57,395007.38,2026-04-26,Paused
SUB002317,ACC002992,Enterprise,22073.51,241462.92,2026-09-30,Active
SUB002318,ACC001248,Enterprise,35479.38,419261.75,2026-11-14,Active
SUB002319,ACC000416,Professional,5014.06,52756.41,2027-05-20,Active
SUB002320,ACC000809,Starter,463.38,5049.93,2027-05-11,Active
SUB002321,ACC002316,Enterprise,11454.14,135795.27,2026-07-31,Active
SUB002322,ACC001931,Enterprise,47337.33,534059.92,2027-04-16,Active
SUB002323,ACC002880,Professional,5570.88,57991.9,2026-12-01,Active
SUB002324,ACC000066,Growth,1374.88,14344.78,2026-07-27,Trial
SUB002325,ACC002002,Enterprise,19952.85,214009.89,2027-05-26,Active
SUB002326,ACC000793,Growth,999.16,10632.02,2027-04-25,Active
SUB002327,ACC000695,Enterprise,22620.03,231234.85,2027-05-01,Active
SUB002328,ACC001946,Growth,1370.93,16149.18,2027-02-10,Active
SUB002329,ACC001237,Enterprise,24579.37,250728.61,2026-10-19,Active
SUB002330,ACC001465,Enterprise,37959.5,438115.61,2027-02-20,Active
SUB002331,ACC000052,Professional,4489.29,46044.62,2026-02-04,Cancelled
SUB002332,ACC000474,Growth,725.67,7457.28,2026-07-25,Trial
SUB002333,ACC001889,Enterprise,42452.47,446832.58,2027-05-06,Active
SUB002334,ACC000994,Professional,5238.44,57598.93,2026-07-27,Active
SUB002335,ACC002444,Enterprise,15031.62,165497.47,2026-09-18,Active
SUB002336,ACC000505,Professional,4066.79,42166.08,2026-12-26,Active
SUB002337,ACC000401,Starter,172.11,1944.08,2026-11-17,Active
SUB002338,ACC002347,Professional,5863.97,70264.37,2026-04-24,Active
SUB002339,ACC001982,Enterprise,42466.75,458404.32,2026-10-13,Active
SUB002340,ACC000684,Growth,1151.15,12948.0,2027-05-26,Active
SUB002341,ACC000412,Growth,1128.96,12293.7,2026-05-19,Active
SUB002342,ACC001239,Enterprise,45126.5,530619.46,2026-11-23,Active
SUB002343,ACC002415,Growth,1465.5,15731.91,2026-03-20,Cancelled
SUB002344,ACC001245,Professional,2368.02,28258.42,2027-05-22,Active
SUB002345,ACC000620,Starter,102.41,1200.6,2027-04-21,Active
SUB002346,ACC001481,Starter,161.26,1687.14,2027-03-16,Active
SUB002347,ACC000663,Growth,847.36,8843.29,2027-07-02,Active
SUB002348,ACC001550,Professional,4056.03,44869.79,2027-06-27,Active
SUB002349,ACC002075,Enterprise,25797.73,300795.93,2026-09-14,Active
SUB002350,ACC002482,Growth,1253.53,14738.6,2026-11-16,Active
SUB002351,ACC000874,Growth,1822.53,21233.56,2026-01-09,Paused
SUB002352,ACC001345,Enterprise,10218.43,119056.39,2026-08-15,Active
SUB002353,ACC002134,Enterprise,32704.33,375203.69,2026-04-06,Paused
SUB002354,ACC002317,Professional,5449.09,63199.52,2027-05-08,Active
SUB002355,ACC001034,Growth,,20603.62,2027-03-29,Active
SUB002356,ACC002165,Growth,1619.92,17427.85,2027-06-17,Active
SUB002357,ACC001880,Professional,3558.72,39234.18,2026-10-19,Active
SUB002358,ACC001076,Professional,4803.36,57341.61,2026-05-25,Cancelled
SUB002359,ACC000117,Growth,1679.22,19671.44,2027-03-10,Active
SUB002360,ACC002633,Professional,7309.01,78175.73,2026-11-16,Active
SUB002361,ACC000217,Enterprise,33223.06,385726.81,2026-07-17,Trial
SUB002362,ACC001186,Professional,7288.85,83189.31,2026-12-14,Active
SUB002363,ACC001363,Professional,6344.11,69448.63,2027-04-25,Active
SUB002364,ACC001772,Growth,-1303.91,15022.21,2026-08-13,Active
SUB002365,ACC002835,Professional,5176.86,57765.79,2026-07-14,Active
SUB002366,ACC000833,Growth,1612.09,16487.17,2026-07-07,Trial
SUB002367,ACC000518,Growth,970.36,11584.7,2027-05-24,Active
SUB002368,ACC002095,Professional,3422.98,38185.38,2027-02-07,Active
SUB002369,ACC000569,Growth,643.7,7185.35,2026-07-21,Trial
SUB002370,ACC002041,Enterprise,13876.25,142629.09,2026-09-16,Active
SUB002371,ACC000342,Enterprise,36616.24,412892.95,2027-02-07,Active
SUB002372,ACC002649,Growth,704.67,7972.18,2026-12-17,Active
SUB002373,ACC002385,Professional,6487.55,67882.09,2026-07-30,Trial
SUB002374,ACC000969,Enterprise,48495.35,581581.74,2026-02-27,Cancelled
SUB002375,ACC002294,Growth,1076.75,12233.96,2027-05-19,Active
SUB002376,ACC002055,Professional,3381.9,39037.79,2026-09-19,Active
SUB002377,ACC002176,Enterprise,24990.26,291002.92,2026-08-07,Active
SUB002378,ACC000711,Growth,1360.48,15206.61,2026-07-18,Trial
SUB002379,ACC002321,Growth,1404.04,16306.71,2025-07-18,Active
SUB002380,ACC002660,Professional,6972.55,75012.74,2026-07-13,Trial
SUB002381,ACC001441,Professional,6935.8,81408.59,2026-11-06,Active
SUB002382,ACC000863,Professional,4940.6,56107.8,2026-01-01,Active
SUB002383,ACC000221,Starter,219.68,2603.72,2026-07-15,Trial
SUB002384,ACC002501,Starter,291.9,3496.49,2027-04-22,Active
SUB002385,ACC002159,Growth,1112.26,11551.0,2026-02-27,Cancelled
SUB002386,ACC000541,Enterprise,22637.17,265964.48,2026-07-15,Trial
SUB002387,ACC000173,Professional,7211.58,84151.75,2026-07-15,Trial
SUB002388,ACC002037,Growth,1252.92,14529.29,2027-05-02,Active
SUB002389,ACC002142,Enterprise,37261.31,416881.23,2026-10-12,Active
SUB002390,ACC002072,Professional,5748.99,68232.85,2027-05-04,Active
SUB002391,ACC000322,Growth,885.92,10599.21,2027-01-22,Active
SUB002392,ACC000392,Starter,221.37,2492.85,2025-10-16,Active
SUB002393,ACC001509,Starter,446.78,4886.28,2026-10-08,Active
SUB002394,ACC000208,Starter,476.1,4964.56,2026-06-28,Cancelled
SUB002395,ACC001995,Enterprise,29226.65,324642.11,2026-09-30,Active
SUB002396,ACC001803,Professional,7076.22,76426.74,2026-11-13,Active
SUB002397,ACC001807,Enterprise,18880.21,217490.67,2026-07-08,Trial
SUB002398,ACC002585,Growth,1348.72,15375.92,2027-04-13,Active
SUB002399,ACC002557,Professional,6261.79,66771.05,2027-01-25,Active
SUB002400,ACC002540,Enterprise,,530627.24,2026-11-08,Active
SUB002401,ACC002710,Professional,5593.15,59427.87,2027-01-13,Active
SUB002402,ACC001894,Growth,684.2,7120.45,2026-05-08,Cancelled
SUB002403,ACC000842,Starter,154.81,1609.97,2026-07-26,Trial
SUB002404,ACC000828,Professional,5938.39,60810.09,2027-06-10,Active
SUB002405,ACC000070,Enterprise,14658.13,172133.98,2026-02-03,Paused
SUB002406,ACC002239,Growth,540.84,6063.48,2026-01-26,Cancelled
SUB002407,ACC000574,Growth,716.49,7519.19,2026-11-12,Active
SUB002408,ACC000761,Professional,7391.7,78316.11,2026-07-25,Trial
SUB002409,ACC002904,Enterprise,45145.33,519203.68,2026-07-24,Active
SUB002410,ACC000201,Starter,442.03,4710.04,2026-07-11,Active
SUB002411,ACC000452,Enterprise,27015.17,306077.7,2027-03-24,Active
SUB002412,ACC000736,Growth,1410.15,15635.31,2026-10-23,Active
SUB002413,ACC000294,Professional,3637.95,42745.11,2026-07-13,Trial
SUB002414,ACC002579,Professional,2333.11,27030.7,2026-06-12,Cancelled
SUB002415,ACC000947,Growth,1054.27,11028.36,2026-09-02,Active
SUB002416,ACC002584,Growth,1922.05,21526.58,2026-07-13,Trial
SUB002417,ACC002356,Enterprise,39542.83,471764.06,2026-07-21,Active
SUB002418,ACC000011,Professional,5869.33,61993.22,2026-07-17,Trial
SUB002419,ACC000083,Enterprise,42774.28,438946.43,2027-05-07,Active
SUB002420,ACC001375,Starter,420.1,4535.93,2027-01-13,Active
SUB002421,ACC002859,Starter,154.24,1836.47,2027-06-03,Active
SUB002422,ACC001118,Enterprise,24984.59,277483.55,2026-03-12,Cancelled
SUB002423,ACC001240,Enterprise,16441.77,193806.31,2027-01-24,Active
SUB002424,ACC002076,Enterprise,39266.76,407339.76,2027-02-05,Active
SUB002425,ACC002268,Professional,2891.22,30152.4,2026-10-29,Active
SUB002426,ACC002897,Growth,1887.09,22419.39,2026-07-23,Trial
SUB002427,ACC000943,Growth,1609.48,16583.9,2026-11-30,Active
SUB002428,ACC001065,Enterprise,37643.35,418524.03,2026-09-11,Active
SUB002429,ACC002396,Professional,6071.34,62179.75,2026-06-23,Cancelled
SUB002430,ACC002118,Enterprise,28817.3,318273.47,2026-05-09,Cancelled
SUB002431,ACC001396,Enterprise,-32442.88,378926.09,2027-06-14,Active
SUB002432,ACC001021,Professional,2393.47,27319.32,2026-12-22,Active
SUB002433,ACC002912,Starter,345.62,3630.04,2026-05-27,Paused
SUB002434,ACC000933,Growth,1929.12,20072.59,2027-01-20,Active
SUB002435,ACC000483,Professional,7101.04,73494.94,2027-01-26,Active
SUB002436,ACC000206,Enterprise,42348.61,483317.87,2026-10-11,Active
SUB002437,ACC002703,Starter,237.22,2600.8,2026-07-16,Active
SUB002438,ACC002720,Enterprise,16427.5,187565.58,2027-04-08,Active
SUB002439,ACC002610,Growth,1870.94,19390.87,2027-04-02,Active
SUB002440,ACC000245,Growth,,10684.08,2026-07-25,Active
SUB002441,ACC000329,Professional,3668.67,39356.71,2026-10-25,Active
SUB002442,ACC000123,Professional,3841.23,44967.38,2027-05-05,Active
SUB002443,ACC000935,Enterprise,22213.56,238583.24,2026-11-20,Active
SUB002444,ACC002094,Enterprise,22572.06,233470.94,2027-03-24,Active
SUB002445,ACC002004,Enterprise,46173.26,478364.26,2026-10-04,Active
SUB002446,ACC001808,Professional,2637.12,27054.22,2026-08-05,Trial
SUB002447,ACC002456,Starter,445.89,5111.24,2027-04-01,Active
SUB002448,ACC001395,Growth,,13477.95,2026-07-20,Active
SUB002449,ACC001529,Professional,6772.77,71105.92,2027-01-03,Active
SUB002450,ACC001391,Growth,567.68,6611.16,2027-01-11,Active
SUB002451,ACC001673,Growth,1032.2,11899.33,2026-06-30,Cancelled
SUB002452,ACC002527,Starter,167.01,1840.51,2027-04-12,Active
SUB002453,ACC000657,Enterprise,20676.24,227581.19,2026-07-16,Trial
SUB002454,ACC002047,Professional,3072.5,34568.2,2027-01-03,Active
SUB002455,ACC000690,Professional,5946.92,71206.48,2026-12-03,Active
SUB002456,ACC002544,Growth,-1688.81,18602.03,2027-05-31,Active
SUB002457,ACC000121,Growth,1317.31,14364.38,2027-02-17,Active
SUB002458,ACC000193,Enterprise,35669.36,375152.26,2026-06-30,Cancelled
SUB002459,ACC002638,Professional,3069.97,32692.57,2027-05-01,Active
SUB002460,ACC001496,Professional,6953.56,78308.38,2026-12-17,Active
SUB002461,ACC000929,Professional,3722.61,42110.34,2027-06-28,Active
SUB002462,ACC002273,Enterprise,10246.12,120318.25,2027-05-01,Active
SUB002463,ACC000250,Starter,432.84,4704.62,2027-01-04,Active
SUB002464,ACC002249,Starter,231.55,2556.73,2027-02-09,Active
SUB002465,ACC000722,Enterprise,47575.44,547393.78,2026-06-24,Paused
SUB002466,ACC001814,Starter,134.28,1531.76,2027-02-15,Active
SUB002467,ACC001163,Starter,382.85,4414.24,2026-11-07,Active
SUB002468,ACC000118,Growth,1166.85,13913.26,2026-08-01,Trial
SUB002469,ACC002569,Professional,2177.61,22950.26,2026-12-16,Active
SUB002470,ACC002027,Starter,122.01,1361.02,2027-06-10,Active
SUB002471,ACC001869,Enterprise,32156.03,383751.51,2027-07-05,Active
SUB002472,ACC000982,Enterprise,43777.25,476678.88,2027-06-20,Active
SUB002473,ACC002953,Professional,7174.26,85264.91,2027-06-22,Active
SUB002474,ACC001000,Growth,902.47,9948.5,2025-07-29,Active
SUB002475,ACC001393,Professional,6565.02,71125.54,2026-08-08,Active
SUB002476,ACC000962,Professional,3442.2,39451.52,2026-08-01,Trial
SUB002477,ACC001701,Growth,1061.92,11484.17,2027-06-25,Active
SUB002478,ACC001144,Enterprise,24760.15,295565.62,2026-12-28,Active
SUB002479,ACC002023,Growth,1883.51,19984.23,2027-06-09,Active
SUB002480,ACC002014,Professional,7175.61,74965.11,2026-02-10,Cancelled
SUB002481,ACC002058,Professional,5192.31,61381.76,2026-12-27,Active
SUB002482,ACC000542,Professional,3924.27,46288.56,2026-07-13,Trial
SUB002483,ACC000546,Enterprise,27586.51,292146.76,2027-05-26,Active
SUB002484,ACC000845,Professional,2989.5,32613.51,2026-01-21,Active
SUB002485,ACC002608,Enterprise,30774.82,324248.13,2027-02-23,Active
SUB002486,ACC001482,Enterprise,,575767.33,2026-10-01,Active
SUB002487,ACC002324,Growth,606.02,6980.16,2027-06-21,Active
SUB002488,ACC002230,Growth,1381.85,15728.99,2026-08-10,Active
SUB002489,ACC000318,Starter,362.58,3792.48,2027-06-23,Active
SUB002490,ACC002259,Starter,218.37,2324.49,2026-01-21,Cancelled
SUB002491,ACC001329,Enterprise,26375.0,309878.97,2026-07-11,Active
SUB002492,ACC000198,Growth,1396.0,14514.57,2027-05-21,Active
SUB002493,ACC002084,Growth,1636.16,17371.56,2026-12-26,Active
SUB002494,ACC000503,Professional,2298.59,25958.39,2027-01-07,Active
SUB002495,ACC000675,Starter,224.05,2550.06,2026-10-07,Active
SUB002496,ACC001935,Growth,531.58,6043.12,2027-05-15,Active
SUB002497,ACC001452,Starter,230.2,2438.57,2026-08-29,Active
SUB002498,ACC001204,Starter,315.39,3347.55,2026-07-23,Trial
SUB002499,ACC000405,Enterprise,38042.44,427088.24,2026-08-31,Active
SUB002500,ACC002730,Growth,1576.0,18241.89,2026-09-28,Active
SUB002501,ACC001025,Starter,173.97,2027.57,2027-03-21,Active
SUB002502,ACC001165,Enterprise,,402713.39,2026-07-10,Trial
SUB002503,ACC000868,Growth,638.89,7335.7,2027-02-21,Active
SUB002504,ACC000079,Professional,5019.25,59410.92,2026-04-26,Paused
SUB002505,ACC002472,Enterprise,46389.31,552873.21,2026-07-22,Trial
SUB002506,ACC001524,Starter,219.31,2359.1,2026-10-03,Active
SUB002507,ACC002285,Professional,2084.43,23923.8,2026-09-01,Active
SUB002508,ACC001824,Enterprise,10029.71,111515.52,2026-05-21,Paused
SUB002509,ACC000795,Professional,5490.52,60869.24,2026-06-15,Paused
SUB002510,ACC000016,Professional,4048.5,44787.42,2026-06-25,Paused
SUB002511,ACC000700,Growth,678.07,7659.47,2026-05-21,Paused
SUB002512,ACC001507,Growth,1641.09,16965.03,2025-11-02,Active
SUB002513,ACC002518,Growth,1305.65,13712.93,2026-03-17,Paused
SUB002514,ACC001125,Starter,380.91,4083.47,2026-11-17,Active
SUB002515,ACC001032,Professional,5244.66,56198.44,2026-07-09,Trial
SUB002516,ACC000915,Enterprise,20108.48,239766.55,2026-09-29,Active
SUB002517,ACC001365,Growth,1693.75,18446.88,2027-03-25,Active
SUB002518,ACC001874,Growth,1627.32,16629.94,2027-05-03,Active
SUB002519,ACC001331,Professional,4320.97,47461.84,2027-07-03,Active
SUB002520,ACC002407,Enterprise,19634.27,221955.42,2026-07-07,Trial
SUB002521,ACC000508,Professional,4431.81,50981.74,2026-10-26,Active
SUB002522,ACC002061,Professional,3931.51,47172.38,2027-01-13,Active
SUB002523,ACC002566,Growth,681.46,8025.77,2027-03-15,Active
SUB002524,ACC002449,Starter,278.39,2986.53,2026-07-22,Trial
SUB002525,ACC001255,Growth,836.31,8577.07,2026-03-16,Cancelled
SUB002526,ACC000687,Professional,3334.36,37202.26,2027-03-23,Active
SUB002527,ACC000346,Growth,886.96,9121.53,2026-11-21,Active
SUB002528,ACC001117,Growth,1384.45,14195.39,2026-09-09,Active
SUB002529,ACC001579,Enterprise,46240.34,504141.45,2027-03-02,Active
SUB002530,ACC000307,Professional,5591.39,62239.92,2026-07-28,Trial
SUB002531,ACC000987,Professional,3308.03,39478.72,2026-09-07,Active
SUB002532,ACC002914,Professional,4803.31,49255.4,2027-05-13,Active
SUB002533,ACC000051,Professional,6221.47,70338.53,2026-10-29,Active
SUB002534,ACC001571,Enterprise,40824.74,436450.88,2026-03-05,Paused
SUB002535,ACC000331,Growth,651.18,7507.31,2026-12-23,Active
SUB002536,ACC001886,Growth,1025.01,10861.87,2026-09-17,Active
SUB002537,ACC000627,Enterprise,,478808.35,2026-02-08,Paused
SUB002538,ACC001718,Growth,1610.96,16734.36,2027-02-02,Active
SUB002539,ACC000762,Professional,2404.34,27249.25,2026-11-18,Active
SUB002540,ACC002446,Starter,145.79,1514.56,2027-01-29,Active
SUB002541,ACC000567,Growth,534.13,5938.39,2026-12-24,Active
SUB002542,ACC000195,Growth,761.79,8919.35,2026-09-11,Active
SUB002543,ACC001379,Growth,1550.14,18305.9,2026-06-15,Paused
SUB002544,ACC002087,Professional,3849.95,40697.81,2027-06-22,Active
SUB002545,ACC002577,Professional,5504.02,65151.86,2026-08-19,Active
SUB002546,ACC001922,Growth,1131.01,13090.26,2026-10-17,Active
SUB002547,ACC002197,Starter,234.61,2452.71,2027-04-19,Active
SUB002548,ACC000054,Professional,5581.08,57567.97,2026-01-16,Paused
SUB002549,ACC002375,Enterprise,13836.41,155094.38,2027-02-16,Active
SUB002550,ACC001868,Professional,6462.99,70892.11,2027-04-13,Active
SUB002551,ACC001971,Professional,7102.19,80349.15,2027-03-23,Active
SUB002552,ACC001330,Enterprise,36410.79,419360.32,2026-08-08,Active
SUB002553,ACC000082,Growth,1563.68,16747.87,2026-07-28,Trial
SUB002554,ACC001556,Enterprise,39444.38,435959.08,2026-11-04,Active
SUB002555,ACC001602,Growth,1968.91,23198.82,2027-02-21,Active
SUB002556,ACC001039,Professional,3182.81,34172.8,2027-03-01,Active
SUB002557,ACC002692,Starter,451.77,4683.29,2027-02-01,Active
SUB002558,ACC000584,Professional,3154.13,35988.6,2026-01-31,Cancelled
SUB002559,ACC002343,Growth,830.31,9240.86,2026-12-19,Active
SUB002560,ACC000757,Growth,1640.89,18480.16,2027-01-18,Active
SUB002561,ACC002761,Professional,3315.51,34411.12,2026-12-06,Active
SUB002562,ACC002455,Enterprise,39040.3,450129.57,2026-07-13,Active
SUB002563,ACC002979,Enterprise,21449.12,236429.14,2026-05-07,Cancelled
SUB002564,ACC001944,Growth,1841.89,21259.08,2026-09-17,Active
SUB002565,ACC002537,Professional,4595.34,49219.92,2026-06-23,Paused
SUB002566,ACC002728,Starter,454.87,4720.07,2026-12-14,Active
SUB002567,ACC002898,Growth,842.27,9722.34,2026-08-04,Active
SUB002568,ACC002403,Enterprise,20877.54,217063.4,2027-03-14,Active
SUB002569,ACC001397,Professional,7300.71,81099.82,2026-06-03,Paused
SUB002570,ACC000131,Professional,2297.35,23481.28,2026-03-23,Cancelled
SUB002571,ACC001554,Growth,1176.02,12475.87,2026-01-29,Active
SUB002572,ACC001636,Enterprise,27443.03,321938.64,2026-02-18,Paused
SUB002573,ACC000304,Enterprise,15584.73,183509.56,2027-01-15,Active
SUB002574,ACC000432,Enterprise,28057.63,327348.94,2026-10-10,Active
SUB002575,ACC002369,Enterprise,49271.63,575420.5,2027-03-22,Active
SUB002576,ACC002237,Enterprise,45082.19,475239.67,2027-05-10,Active
SUB002577,ACC001664,Professional,6998.86,77755.96,2027-01-23,Active
SUB002578,ACC000185,Enterprise,43239.85,466022.12,2026-06-21,Cancelled
SUB002579,ACC001539,Professional,3615.92,37883.89,2026-12-26,Active
SUB002580,ACC001449,Enterprise,16029.66,181565.27,2026-04-25,Paused
SUB002581,ACC002206,Enterprise,47124.21,491959.29,2027-05-25,Active
SUB002582,ACC000471,Growth,1239.74,14863.74,2027-03-12,Active
SUB002583,ACC000308,Enterprise,-15083.26,155099.28,2026-10-09,Active
SUB002584,ACC000629,Professional,4970.6,55793.08,2027-01-27,Active
SUB002585,ACC002667,Professional,3917.21,40302.41,2026-07-26,Trial
SUB002586,ACC001116,Starter,361.87,3923.89,2027-02-09,Active
SUB002587,ACC002297,Enterprise,22506.49,251953.86,2026-03-13,Paused
SUB002588,ACC000464,Professional,5987.41,64846.62,2026-07-25,Trial
SUB002589,ACC001614,Starter,129.03,1356.11,2026-12-08,Active
SUB002590,ACC000435,Enterprise,31504.46,349198.42,2027-02-20,Active
SUB002591,ACC000583,Professional,2530.66,29736.52,2027-03-07,Active
SUB002592,ACC002852,Growth,1602.47,19128.04,2026-06-23,Paused
SUB002593,ACC001277,Enterprise,19223.61,226928.81,2027-05-14,Active
SUB002594,ACC001739,Growth,1911.87,21302.41,2026-12-25,Active
SUB002595,ACC002923,Enterprise,38500.13,452072.98,2027-03-25,Active
SUB002596,ACC002546,Professional,7209.06,85669.08,2027-02-28,Active
SUB002597,ACC001301,Starter,394.7,4690.86,2026-05-14,Cancelled
SUB002598,ACC001349,Growth,770.28,8578.54,2027-01-25,Active
SUB002599,ACC000742,Starter,286.2,3374.74,2026-10-30,Active
SUB002600,ACC000992,Starter,165.59,1875.24,2026-12-05,Active
SUB002601,ACC002438,Enterprise,31415.35,371780.5,2026-11-08,Active
SUB002602,ACC001004,Professional,7436.0,85568.91,2026-08-03,Trial
SUB002603,ACC000155,Professional,2573.84,29397.66,2027-05-03,Active
SUB002604,ACC001706,Growth,1072.09,12296.73,2027-04-15,Active
SUB002605,ACC000391,Growth,1398.06,15237.92,2027-04-22,Active
SUB002606,ACC001108,Starter,103.09,1204.29,2027-01-04,Active
SUB002607,ACC002494,Enterprise,8938.21,106139.99,2027-02-03,Active
SUB002608,ACC002334,Professional,6338.62,69200.72,2026-07-28,Active
SUB002609,ACC002102,Professional,5435.58,61825.57,2026-08-29,Active
SUB002610,ACC002180,Professional,4339.12,49906.26,2027-03-03,Active
SUB002611,ACC002331,Professional,6092.34,72410.62,2027-01-19,Active
SUB002612,ACC002195,Enterprise,,85165.87,2026-10-21,Active
SUB002613,ACC001051,Enterprise,42583.43,493689.58,2026-11-18,Active
SUB002614,ACC000872,Growth,516.27,5869.09,2026-02-24,Cancelled
SUB002615,ACC000085,Growth,1780.96,20412.23,2027-03-01,Active
SUB002616,ACC002896,Growth,1927.19,21695.02,2026-03-19,Cancelled
SUB002617,ACC000168,Growth,847.49,9093.71,2026-03-20,Cancelled
SUB002618,ACC000366,Growth,912.28,9949.01,2026-07-01,Paused
SUB002619,ACC001984,Enterprise,35841.07,374136.8,2026-04-20,Cancelled
SUB002620,ACC002081,Professional,2613.65,30979.14,2026-09-12,Active
SUB002621,ACC000056,Professional,3167.7,33346.89,2026-11-26,Active
SUB002622,ACC000779,Growth,1672.88,18347.49,2027-06-13,Active
SUB002623,ACC001333,Enterprise,24677.24,273081.3,2027-02-06,Active
SUB002624,ACC000881,Growth,553.21,6270.64,2026-04-07,Cancelled
SUB002625,ACC000745,Growth,680.08,7894.33,2027-03-05,Active
SUB002626,ACC001119,Enterprise,21131.89,229466.8,2027-04-13,Active
SUB002627,ACC001685,Professional,5846.78,67335.53,2026-08-16,Active
SUB002628,ACC002235,Professional,6281.61,73897.48,2026-12-28,Active
SUB002629,ACC000647,Professional,5334.14,61127.07,2026-05-01,Paused
SUB002630,ACC000890,Starter,424.06,4833.67,2026-04-20,Paused
SUB002631,ACC001653,Starter,395.2,4191.61,2026-05-16,Paused
SUB002632,ACC000300,Growth,672.07,6859.09,2027-03-15,Active
SUB002633,ACC000205,Professional,2431.68,26292.63,2026-01-21,Cancelled
SUB002634,ACC000790,Growth,,21050.32,2026-09-29,Active
SUB002635,ACC002717,Professional,5178.39,61735.31,2027-06-16,Active
SUB002636,ACC000660,Starter,381.71,4032.27,2026-02-27,Paused
