ticket_id,account_id,priority,issue_category,status,created_date,resolved_date,satisfaction_score
TKT0017291,ACC001335,Low,Billing,Open,2026-03-14,,
TKT0017292,ACC001232,Critical,Bug,In Progress,2024-10-17,,
TKT0017293,ACC002327,Low,Feature Request,In Progress,2026-04-19,,
TKT0017294,ACC002811,Critical,Feature Request,Closed,2025-07-13,2025-07-13,5.0
TKT0017295,ACC000880,Low,Technical,In Progress,2024-11-19,,
TKT0017296,ACC000853,Medium,Technical,In Progress,2025-02-27,,
TKT0017297,ACC002876,Medium,Feature Request,Resolved,2026-04-03,2026-04-08,2.0
TKT0017298,ACC000192,Low,Feature Request,Closed,2025-02-19,2025-02-28,2.0
TKT0017299,ACC000783,Medium,Billing,Resolved,2025-04-29,2025-05-04,3.0
TKT0017300,ACC001077,Low,Billing,Open,2024-11-20,,
TKT0017301,ACC000816,High,Technical,In Progress,2026-06-29,,
TKT0017302,ACC001370,Medium,Feature Request,Open,2026-10-20,,
TKT0017303,ACC001095,Critical,General Inquiry,Resolved,2026-01-13,2026-01-14,3.0
TKT0017304,ACC000375,High,Billing,Closed,2025-02-02,2025-02-04,4.0
TKT0017305,ACC001900,Low,Technical,Closed,2026-07-04,2026-07-06,5.0
TKT0017306,ACC002536,Low,Feature Request,Resolved,2025-08-17,2025-09-11,1.0
TKT0017307,ACC000903,Medium,Feature Request,Closed,2025-12-18,2025-12-21,4.0
TKT0017308,ACC000661,Medium,Billing,In Progress,2026-06-17,,
TKT0017309,ACC002347,Low,Bug,Open,2024-10-16,,
TKT0017310,ACC002923,High,Bug,In Progress,2024-10-01,,
TKT0017311,ACC000846,Medium,Technical,Closed,2025-01-12,2025-01-15,4.0
TKT0017312,ACC000877,Critical,Billing,Resolved,2025-06-15,2025-06-15,2.0
TKT0017313,ACC001862,Low,Billing,Open,2024-07-15,,
TKT0017314,ACC000558,Medium,Technical,Resolved,2025-11-09,2025-11-16,4.0
TKT0017315,ACC000839,High,General Inquiry,Open,2026-01-12,,
TKT0017316,ACC000656,Low,Technical,Resolved,2025-02-04,2025-02-14,1.0
TKT0017317,ACC002214,Low,Technical,In Progress,2025-04-14,,
TKT0017318,ACC000566,Low,General Inquiry,Resolved,2025-06-02,2025-06-28,2.0
TKT0017319,ACC001471,Low,Bug,Resolved,2024-07-18,2024-07-31,3.0
TKT0017320,ACC000653,Critical,Bug,Open,2026-02-22,,
TKT0017321,ACC000525,Medium,Technical,Open,2026-03-08,,
TKT0017322,ACC000852,Low,Feature Request,Resolved,2026-03-31,2026-04-14,3.0
TKT0017323,ACC001916,Medium,General Inquiry,Resolved,2026-06-11,2026-06-17,3.0
TKT0017324,ACC000007,High,Bug,Resolved,2025-05-30,2025-05-31,4.0
TKT0017325,ACC002274,Low,Bug,Closed,2024-11-08,2024-11-29,4.0
TKT0017326,ACC000204,Low,Bug,Closed,2024-10-04,2024-10-26,2.0
TKT0017327,ACC001279,Medium,Technical,Resolved,2025-03-15,2025-03-21,5.0
TKT0017328,ACC000866,High,Feature Request,Resolved,2026-08-23,2026-05-01,4.0
TKT0017329,ACC001751,Critical,Billing,Resolved,2024-10-20,2024-10-21,2.0
TKT0017330,ACC001965,High,General Inquiry,Resolved,2027-02-17,2026-07-06,3.0
TKT0017331,ACC001020,High,Billing,Resolved,2025-05-22,2025-05-24,2.0
TKT0017332,ACC001896,Medium,Technical,Resolved,2025-07-26,2025-07-31,1.0
TKT0017333,ACC001402,High,Feature Request,In Progress,2026-01-08,,
TKT0017334,ACC001069,Low,Billing,In Progress,2024-08-30,,
TKT0017335,ACC002742,Low,Technical,Open,2025-08-21,,
TKT0017336,ACC002217,Low,Feature Request,Resolved,2026-06-29,2026-07-06,5.0
TKT0017337,ACC000635,High,General Inquiry,Closed,2025-12-19,2025-12-21,
TKT0017338,ACC002295,Medium,General Inquiry,Open,2025-12-17,,
TKT0017339,ACC002762,Low,Bug,Resolved,2024-12-10,2025-01-01,3.0
TKT0017340,ACC001865,Medium,Bug,Closed,2025-05-23,2025-05-30,1.0
TKT0017341,ACC002553,Low,Technical,Resolved,2026-03-04,2026-03-26,5.0
TKT0017342,ACC001405,Medium,Bug,In Progress,2024-07-10,,
TKT0017343,ACC002715,Critical,Billing,In Progress,2025-10-19,,
TKT0017344,ACC000476,Low,Technical,In Progress,2025-01-03,,
TKT0017345,ACC000310,Medium,Feature Request,Resolved,2024-08-21,2024-08-27,1.0
TKT0017346,ACC000035,Low,Technical,Closed,2026-03-27,2026-04-12,5.0
TKT0017347,ACC002219,Medium,Bug,Open,2025-11-03,,
TKT0017348,ACC001022,Low,Bug,Closed,2024-10-31,2024-11-18,3.0
TKT0017349,ACC001065,High,General Inquiry,In Progress,2026-04-23,,
TKT0017350,ACC001862,High,Feature Request,Resolved,2026-02-01,2026-02-02,3.0
TKT0017351,ACC002017,Medium,Technical,Open,2026-04-02,,
TKT0017352,ACC002328,Low,Bug,Open,2026-05-06,,
TKT0017353,ACC002261,Critical,Billing,Resolved,2025-11-30,2025-11-30,
TKT0017354,ACC001263,Medium,Feature Request,Resolved,2025-11-02,2025-11-07,5.0
TKT0017355,ACC000930,High,Billing,Resolved,2025-07-12,2025-07-14,
TKT0017356,ACC001678,Low,Feature Request,Resolved,2024-07-17,2024-07-27,4.0
TKT0017357,ACC000022,Medium,General Inquiry,In Progress,2025-04-28,,
TKT0017358,ACC000936,Low,Billing,In Progress,2024-07-19,,
TKT0017359,ACC001862,Low,Feature Request,Open,2026-06-16,,
TKT0017360,ACC002273,Medium,General Inquiry,Resolved,2024-11-07,2024-11-10,2.0
TKT0017361,ACC002791,High,General Inquiry,Closed,2026-02-18,2026-02-21,2.0
TKT0017362,ACC002157,Medium,Technical,Resolved,2024-07-19,2024-07-25,1.0
TKT0017363,ACC000527,Medium,Feature Request,Open,2024-12-04,,
TKT0017364,ACC000871,Medium,Bug,In Progress,2025-09-30,,
TKT0017365,ACC001170,Medium,Billing,Closed,2024-08-19,2024-08-25,2.0
TKT0017366,ACC000826,Medium,Feature Request,Open,2026-02-10,,
TKT0017367,ACC000085,High,Billing,Resolved,2026-05-23,2026-05-25,3.0
TKT0017368,ACC000788,Medium,General Inquiry,In Progress,2024-07-13,,
TKT0017369,ACC000978,Medium,Bug,Resolved,2024-09-22,2024-09-26,
TKT0017370,ACC002122,Critical,Bug,Resolved,2025-01-27,2025-01-27,2.0
TKT0017371,ACC001272,Medium,General Inquiry,Closed,2025-04-28,2025-05-01,2.0
TKT0017372,ACC002591,High,Bug,Open,2025-06-15,,
TKT0017373,ACC001932,Low,Billing,Resolved,2026-06-09,2026-06-20,4.0
TKT0017374,ACC002222,Medium,Technical,In Progress,2026-05-05,,
TKT0017375,ACC002699,Low,Technical,In Progress,2025-11-18,,
TKT0017376,ACC002718,Medium,Technical,Open,2026-06-26,,
TKT0017377,ACC001316,Medium,Feature Request,Resolved,2025-09-18,2025-09-21,1.0
TKT0017378,ACC001613,Low,Bug,Open,2026-01-22,,
TKT0017379,ACC000718,High,General Inquiry,Open,2025-10-23,,
TKT0017380,ACC000395,Low,Feature Request,Resolved,2025-09-16,2025-10-08,3.0
TKT0017381,ACC000725,Critical,Technical,Closed,2027-06-27,2025-12-11,5.0
TKT0017382,ACC001504,Medium,Feature Request,Open,2024-10-27,,
TKT0017383,ACC001438,Low,Bug,Closed,2025-09-21,2025-09-29,1.0
TKT0017384,ACC000545,Medium,Bug,Open,2025-05-12,,
TKT0017385,ACC000344,Medium,General Inquiry,Open,2025-12-12,,
TKT0017386,ACC001021,Medium,Billing,Resolved,2026-06-19,2026-06-24,2.0
TKT0017387,ACC000334,Critical,Technical,Open,2026-03-05,,
TKT0017388,ACC001754,Medium,Bug,Closed,2025-05-11,2025-05-17,2.0
TKT0017389,ACC002750,Medium,Technical,Closed,2024-12-27,2024-12-31,1.0
TKT0017390,ACC002470,High,Technical,Resolved,2025-09-01,2025-09-04,3.0
TKT0017391,ACC001553,Medium,General Inquiry,Resolved,2025-02-02,2025-02-09,4.0
TKT0017392,ACC002016,Low,General Inquiry,Open,2025-06-06,,
TKT0017393,ACC000223,Critical,Feature Request,Resolved,2025-12-19,2025-12-19,1.0
TKT0017394,ACC001723,High,General Inquiry,Open,2025-04-29,,
TKT0017395,ACC001333,Medium,Feature Request,Open,2026-03-06,,
TKT0017396,ACC001289,High,Technical,Closed,2026-06-23,2026-06-24,
TKT0017397,ACC000855,Medium,Technical,Resolved,2024-11-30,2024-12-07,1.0
TKT0017398,ACC000676,Low,Technical,In Progress,2025-11-12,,
TKT0017399,ACC001695,Critical,General Inquiry,Closed,2025-01-06,2025-01-07,3.0
TKT0017400,ACC002698,Medium,General Inquiry,Closed,2026-06-10,2026-06-16,1.0
TKT0017401,ACC002621,High,Bug,Resolved,2025-01-24,2025-01-27,5.0
TKT0017402,ACC002223,Medium,Technical,In Progress,2025-01-24,,
TKT0017403,ACC001042,Low,Feature Request,Closed,2026-04-25,2026-05-22,1.0
TKT0017404,ACC000851,Medium,Feature Request,Resolved,2025-04-27,2025-05-03,1.0
TKT0017405,ACC000007,Medium,General Inquiry,Resolved,2025-04-03,2025-04-08,4.0
TKT0017406,ACC002397,Medium,General Inquiry,In Progress,2025-05-05,,
TKT0017407,ACC001345,Medium,Technical,Resolved,2025-07-09,2025-07-14,2.0
TKT0017408,ACC002734,Medium,Billing,Open,2024-08-10,,
TKT0017409,ACC001659,Critical,Bug,Resolved,2026-05-09,2026-05-10,1.0
TKT0017410,ACC001908,Medium,General Inquiry,Resolved,2024-12-14,2024-12-21,2.0
TKT0017411,ACC002921,Medium,General Inquiry,Open,2025-08-17,,
TKT0017412,ACC001632,Low,Billing,Closed,2024-08-27,2024-09-23,
TKT0017413,ACC001958,Medium,Feature Request,Resolved,2026-05-23,2026-05-28,3.0
TKT0017414,ACC000142,Medium,Technical,Closed,2024-07-11,2024-07-18,4.0
TKT0017415,ACC001404,Medium,Billing,Open,2025-09-16,,
TKT0017416,ACC002421,Low,Billing,Resolved,2025-03-20,2025-03-27,1.0
TKT0017417,ACC002816,High,General Inquiry,Closed,2025-12-02,2025-12-04,5.0
TKT0017418,ACC001753,Medium,Feature Request,Resolved,2025-09-24,2025-09-30,
TKT0017419,ACC000847,Medium,Billing,Resolved,2027-06-13,2024-07-09,2.0
TKT0017420,ACC002065,Low,Technical,Closed,2027-03-01,2025-10-26,3.0
TKT0017421,ACC001884,Medium,Feature Request,In Progress,2025-08-23,,
TKT0017422,ACC000343,High,Billing,In Progress,2024-11-02,,
TKT0017423,ACC000826,Medium,Billing,Resolved,2025-10-19,2025-10-25,4.0
TKT0017424,ACC001308,Medium,Feature Request,In Progress,2026-04-17,,
TKT0017425,ACC002550,High,General Inquiry,Open,2024-12-11,,
TKT0017426,ACC000953,Medium,Bug,In Progress,2025-12-15,,
TKT0017427,ACC000901,Medium,Bug,In Progress,2024-09-21,,
TKT0017428,ACC002301,Medium,Feature Request,Open,2026-06-26,,
TKT0017429,ACC001209,Critical,Technical,Closed,2025-05-28,2025-05-28,5.0
TKT0017430,ACC001891,Medium,Technical,Closed,2025-03-13,2025-03-17,3.0
TKT0017431,ACC000140,Medium,Bug,In Progress,2026-06-17,,
TKT0017432,ACC000453,High,Technical,Resolved,2025-05-09,2025-05-11,3.0
TKT0017433,ACC000992,Medium,Billing,Resolved,2026-03-19,2026-03-24,5.0
TKT0017434,ACC001874,High,Billing,Resolved,2024-08-21,2024-08-22,3.0
TKT0017435,ACC002104,Medium,Billing,Open,2024-09-30,,
TKT0017436,ACC002033,Medium,Billing,Resolved,2024-07-20,2024-07-26,1.0
TKT0017437,ACC000268,Low,Billing,Closed,2024-12-15,2024-12-26,1.0
TKT0017438,ACC001756,Low,Billing,Resolved,2024-11-09,2024-11-26,4.0
TKT0017439,ACC002820,High,Billing,Open,2025-04-29,,
TKT0017440,ACC002333,Low,Bug,Closed,2025-11-09,2025-12-06,5.0
TKT0017441,ACC002607,Low,General Inquiry,In Progress,2026-06-12,,
TKT0017442,ACC001267,Critical,Technical,In Progress,2024-12-01,,
TKT0017443,ACC001151,Medium,Feature Request,In Progress,2024-11-26,,
TKT0017444,ACC002031,Medium,Feature Request,Resolved,2024-08-10,2024-08-14,4.0
TKT0017445,ACC000229,Critical,Billing,Resolved,2025-04-27,2025-04-27,1.0
TKT0017446,ACC001486,High,Billing,In Progress,2025-04-15,,
TKT0017447,ACC001856,Low,Feature Request,In Progress,2025-11-01,,
TKT0017448,ACC000738,Medium,Technical,Open,2025-01-15,,
TKT0017449,ACC002486,Low,General Inquiry,Closed,2026-06-18,2026-07-06,5.0
TKT0017450,ACC002415,Medium,Bug,In Progress,2025-11-04,,
TKT0017451,ACC001944,High,Technical,Open,2025-05-12,,
TKT0017452,ACC002908,Critical,Billing,In Progress,2024-09-27,,
TKT0017453,ACC000176,Medium,General Inquiry,In Progress,2024-08-23,,
TKT0017454,ACC002269,High,General Inquiry,In Progress,2026-04-05,,
TKT0017455,ACC002488,Low,General Inquiry,In Progress,2026-04-11,,
TKT0017456,ACC000575,Medium,Technical,Closed,2026-03-07,2026-03-14,3.0
TKT0017457,ACC000849,Medium,Bug,Open,2025-11-30,,
TKT0017458,ACC000336,Medium,Technical,Closed,2024-08-06,2024-08-12,1.0
TKT0017459,ACC000495,Low,Bug,Resolved,2024-10-18,2024-10-29,5.0
TKT0017460,ACC000292,Low,Technical,Open,2024-09-10,,
TKT0017461,ACC002435,Medium,Bug,Resolved,2026-10-05,2026-01-14,3.0
TKT0017462,ACC001929,Low,General Inquiry,In Progress,2026-05-06,,
TKT0017463,ACC002774,Critical,Feature Request,Resolved,2025-02-07,2025-02-08,4.0
TKT0017464,ACC001059,Medium,General Inquiry,Closed,2025-03-26,2025-03-31,4.0
TKT0017465,ACC000943,Medium,Bug,Closed,2026-01-06,2026-01-11,5.0
TKT0017466,ACC000498,High,Feature Request,In Progress,2027-06-10,,
TKT0017467,ACC000483,Low,General Inquiry,Closed,2025-05-16,2025-05-30,2.0
TKT0017468,ACC000665,Low,Technical,Resolved,2026-03-21,2026-04-08,3.0
TKT0017469,ACC000935,Low,Bug,Resolved,2026-06-27,2026-07-06,3.0
TKT0017470,ACC002946,Medium,General Inquiry,In Progress,2025-02-08,,
TKT0017471,ACC002325,Low,Billing,Open,2026-05-18,,
TKT0017472,ACC000717,Low,General Inquiry,Open,2026-03-23,,
TKT0017473,ACC002634,Medium,General Inquiry,Resolved,2026-01-17,2026-01-23,5.0
TKT0017474,ACC002169,Medium,Billing,Resolved,2025-06-17,2025-06-21,2.0
TKT0017475,ACC002035,High,Feature Request,Closed,2025-09-17,2025-09-20,3.0
TKT0017476,ACC001644,High,Technical,Resolved,2025-07-20,2025-07-23,1.0
TKT0017477,ACC000543,Medium,Technical,Open,2025-04-19,,
TKT0017478,ACC001569,Medium,Billing,Resolved,2025-08-20,2025-08-24,2.0
TKT0017479,ACC001661,Low,Bug,Resolved,2024-10-29,2024-11-12,3.0
TKT0017480,ACC002707,Medium,Feature Request,Resolved,2027-07-05,2026-07-04,1.0
TKT0017481,ACC002251,Low,Feature Request,In Progress,2026-01-17,,
TKT0017482,ACC002989,Medium,General Inquiry,Resolved,2026-06-06,2026-06-09,1.0
TKT0017483,ACC001471,Critical,Feature Request,In Progress,2025-08-04,,
TKT0017484,ACC002982,Medium,Technical,Resolved,2025-11-22,2025-11-25,
TKT0017485,ACC002376,Low,Feature Request,In Progress,2026-04-06,,
TKT0017486,ACC001021,Medium,General Inquiry,Open,2024-11-18,,
TKT0017487,ACC002762,Medium,General Inquiry,Resolved,2025-08-25,2025-08-28,5.0
TKT0017488,ACC000321,Medium,Technical,Resolved,2025-07-15,2025-07-18,4.0
TKT0017489,ACC002769,Low,Technical,Resolved,2024-09-07,2024-09-18,2.0
TKT0017490,ACC001410,Medium,Technical,Resolved,2025-01-26,2025-01-30,2.0
TKT0017491,ACC001435,Medium,Technical,Open,2025-01-18,,
TKT0017492,ACC001348,Medium,Billing,Open,2024-08-29,,
TKT0017493,ACC002475,Critical,General Inquiry,In Progress,2025-01-27,,
TKT0017494,ACC002149,Low,General Inquiry,Open,2026-05-29,,
TKT0017495,ACC001612,High,Billing,Resolved,2026-05-19,2026-05-20,1.0
TKT0017496,ACC000959,Medium,Billing,Resolved,2024-11-05,2024-11-10,4.0
TKT0017497,ACC002406,Critical,Feature Request,In Progress,2025-10-19,,
TKT0017498,ACC002266,High,Billing,In Progress,2024-09-28,,
TKT0017499,ACC000526,Medium,Billing,Closed,2026-06-05,2026-06-08,5.0
TKT0017500,ACC001587,High,Technical,Resolved,2024-12-23,2024-12-25,1.0
TKT0017501,ACC002682,Low,Bug,Open,2025-12-21,,
TKT0017502,ACC001847,High,Billing,Closed,2025-01-19,2025-01-22,1.0
TKT0017503,ACC001035,High,Feature Request,Resolved,2025-05-22,2025-05-25,3.0
TKT0017504,ACC002556,Critical,Feature Request,Closed,2026-02-26,2026-02-27,1.0
TKT0017505,ACC000065,Low,General Inquiry,Open,2026-01-08,,
TKT0017506,ACC002865,Low,Technical,Resolved,2026-01-31,2026-02-13,3.0
TKT0017507,ACC002901,Medium,Feature Request,Closed,2025-08-27,2025-09-03,4.0
TKT0017508,ACC002076,High,Feature Request,Resolved,2024-09-17,2024-09-19,2.0
TKT0017509,ACC000595,Low,Bug,Resolved,2024-07-15,2024-07-23,3.0
TKT0017510,ACC001995,Low,Technical,Resolved,2026-04-07,2026-04-14,5.0
TKT0017511,ACC002341,Low,Feature Request,Resolved,2024-09-03,2024-09-22,5.0
TKT0017512,ACC001103,Low,Bug,Resolved,2024-07-22,2024-07-30,2.0
TKT0017513,ACC001503,Medium,Billing,Resolved,2026-02-23,2026-02-27,3.0
TKT0017514,ACC002791,Medium,Bug,In Progress,2024-09-28,,
TKT0017515,ACC001398,Critical,General Inquiry,Open,2025-08-22,,
TKT0017516,ACC002923,Medium,Bug,Resolved,2024-12-25,2025-01-01,
TKT0017517,ACC000501,Medium,General Inquiry,Resolved,2025-08-17,2025-08-23,1.0
TKT0017518,ACC002599,Low,Billing,Open,2024-11-16,,
TKT0017519,ACC001329,Low,Billing,Closed,2025-03-17,2025-04-14,3.0
TKT0017520,ACC000912,High,Bug,Resolved,2026-05-14,2026-05-17,2.0
TKT0017521,ACC001870,Medium,Feature Request,Resolved,2026-05-02,2026-05-06,1.0
TKT0017522,ACC000047,Medium,Billing,Resolved,2025-10-07,2025-10-14,2.0
TKT0017523,ACC001787,High,Bug,In Progress,2025-07-30,,
TKT0017524,ACC002961,Medium,Technical,Open,2025-05-25,,
TKT0017525,ACC000060,Medium,Technical,Resolved,2025-09-21,2025-09-28,5.0
TKT0017526,ACC002808,Medium,Bug,In Progress,2025-07-30,,
TKT0017527,ACC002493,Medium,General Inquiry,In Progress,2024-07-16,,
TKT0017528,ACC001903,Medium,Technical,Open,2025-07-06,,
TKT0017529,ACC000061,Low,Feature Request,Open,2024-11-13,,
TKT0017530,ACC002187,Critical,Billing,Open,2027-02-04,,
TKT0017531,ACC002480,Critical,Feature Request,In Progress,2025-09-22,,
TKT0017532,ACC000769,Medium,Technical,Open,2026-02-09,,
TKT0017533,ACC002708,Critical,General Inquiry,Closed,2025-12-30,2025-12-31,2.0
TKT0017534,ACC001354,Medium,Bug,Resolved,2025-01-21,2025-01-27,2.0
TKT0017535,ACC001784,Low,Bug,Resolved,2025-02-27,2025-03-25,3.0
TKT0017536,ACC001421,Low,Billing,Closed,2026-05-06,2026-06-05,5.0
TKT0017537,ACC000422,Low,Technical,Resolved,2026-08-10,2025-05-17,5.0
TKT0017538,ACC002456,High,Feature Request,Open,2026-04-20,,
TKT0017539,ACC000251,Low,Feature Request,Closed,2026-04-05,2026-04-14,5.0
TKT0017540,ACC002240,Low,Feature Request,Resolved,2024-10-31,2024-11-24,3.0
TKT0017541,ACC000300,High,Technical,Closed,2025-02-25,2025-02-26,3.0
TKT0017542,ACC002498,High,Bug,In Progress,2026-02-15,,
TKT0017543,ACC000642,Medium,Technical,Resolved,2025-08-28,2025-09-01,2.0
TKT0017544,ACC001073,Medium,Bug,Resolved,2025-07-16,2025-07-21,1.0
TKT0017545,ACC002765,Low,Billing,In Progress,2026-02-15,,
TKT0017546,ACC000280,High,General Inquiry,In Progress,2026-05-30,,
TKT0017547,ACC000335,Low,Technical,Open,2025-05-04,,
TKT0017548,ACC000858,Medium,Bug,Resolved,2024-11-07,2024-11-10,3.0
TKT0017549,ACC000551,Low,Billing,Open,2026-03-02,,
TKT0017550,ACC000110,Low,Billing,In Progress,2025-04-14,,
TKT0017551,ACC000101,Low,General Inquiry,In Progress,2025-01-02,,
TKT0017552,ACC000884,Medium,General Inquiry,Open,2024-11-03,,
TKT0017553,ACC000099,Low,General Inquiry,Open,2025-05-08,,
TKT0017554,ACC002238,High,General Inquiry,Closed,2025-04-24,2025-04-27,5.0
TKT0017555,ACC001320,High,Feature Request,Open,2024-11-22,,
TKT0017556,ACC001281,Critical,Billing,Open,2026-06-04,,
TKT0017557,ACC000882,Medium,Technical,In Progress,2024-11-03,,
TKT0017558,ACC000068,Medium,Billing,Open,2025-01-06,,
TKT0017559,ACC000422,Critical,Feature Request,Resolved,2026-06-27,2026-06-28,2.0
TKT0017560,ACC000743,Medium,General Inquiry,Open,2025-12-04,,
TKT0017561,ACC000021,Critical,Bug,Open,2024-11-30,,
TKT0017562,ACC002972,Low,Bug,In Progress,2025-04-27,,
TKT0017563,ACC002804,Medium,Bug,In Progress,2026-02-21,,
TKT0017564,ACC000686,High,Bug,Resolved,2026-04-13,2026-04-15,
TKT0017565,ACC002153,Critical,Billing,In Progress,2026-03-25,,
TKT0017566,ACC001975,High,Technical,Open,2026-11-01,,
TKT0017567,ACC000444,Low,Billing,Resolved,2026-04-02,2026-04-26,1.0
TKT0017568,ACC000275,Low,Billing,In Progress,2025-07-14,,
TKT0017569,ACC002061,Low,General Inquiry,In Progress,2024-10-06,,
TKT0017570,ACC001715,Medium,Feature Request,Closed,2025-02-15,2025-02-18,5.0
TKT0017571,ACC001731,High,General Inquiry,Closed,2026-07-01,2026-07-04,3.0
TKT0017572,ACC000543,Critical,Technical,Resolved,2025-04-15,2025-04-15,4.0
TKT0017573,ACC001594,Low,Feature Request,Resolved,2024-11-12,2024-11-25,1.0
TKT0017574,ACC001790,High,Bug,Open,2025-12-11,,
TKT0017575,ACC002095,Medium,Feature Request,Closed,2026-12-29,2025-12-22,4.0
TKT0017576,ACC001069,High,Bug,Open,2026-01-25,,
TKT0017577,ACC000679,Medium,Bug,Closed,2026-02-26,2026-03-02,5.0
TKT0017578,ACC000021,Critical,Feature Request,Closed,2026-05-30,2026-05-31,2.0
TKT0017579,ACC000864,Critical,Bug,In Progress,2025-08-08,,
TKT0017580,ACC002932,Medium,Billing,Open,2025-12-31,,
TKT0017581,ACC000275,Critical,Feature Request,Open,2026-03-14,,
TKT0017582,ACC001991,Medium,Feature Request,Open,2026-04-22,,
TKT0017583,ACC002707,Low,General Inquiry,Open,2024-07-28,,
TKT0017584,ACC000458,Medium,Technical,Open,2026-07-09,,
TKT0017585,ACC001633,High,Feature Request,Resolved,2025-07-16,2025-07-17,5.0
TKT0017586,ACC000738,Medium,Feature Request,Resolved,2026-02-10,2026-02-16,4.0
TKT0017587,ACC002839,Low,Technical,Resolved,2025-09-23,2025-10-06,2.0
TKT0017588,ACC002067,High,Feature Request,Resolved,2025-05-23,2025-05-25,3.0
TKT0017589,ACC001367,High,Bug,Open,2026-03-08,,
TKT0017590,ACC000315,Low,Billing,In Progress,2026-05-19,,
TKT0017591,ACC001636,High,Bug,Open,2025-01-15,,
TKT0017592,ACC001444,Medium,Feature Request,In Progress,2025-03-22,,
TKT0017593,ACC000643,High,Technical,Resolved,2027-06-18,2025-10-20,1.0
TKT0017594,ACC002721,Low,Feature Request,In Progress,2025-02-04,,
TKT0017595,ACC000053,Low,Feature Request,Open,2025-01-06,,
TKT0017596,ACC000114,Low,Billing,In Progress,2025-07-17,,
TKT0017597,ACC002238,Low,Technical,Resolved,2024-08-29,2024-09-17,5.0
TKT0017598,ACC000795,Low,General Inquiry,Resolved,2024-09-08,2024-09-25,2.0
TKT0017599,ACC002829,Medium,Feature Request,Resolved,2026-06-13,2026-06-20,1.0
TKT0017600,ACC000732,Medium,Billing,Resolved,2026-01-08,2026-01-12,2.0
TKT0017601,ACC001494,Medium,Feature Request,In Progress,2024-07-20,,
TKT0017602,ACC002564,Medium,Feature Request,In Progress,2025-01-04,,
TKT0017603,ACC002902,Medium,Billing,Open,2025-06-18,,
TKT0017604,ACC001970,High,Technical,Closed,2025-11-13,2025-11-16,5.0
TKT0017605,ACC000364,Medium,General Inquiry,Resolved,2025-04-04,2025-04-07,1.0
TKT0017606,ACC000710,Medium,Bug,In Progress,2024-12-19,,
TKT0017607,ACC001084,Medium,Feature Request,Open,2026-04-11,,
TKT0017608,ACC001091,Medium,Feature Request,Resolved,2024-07-05,2024-07-10,3.0
TKT0017609,ACC000373,High,Billing,Resolved,2026-01-19,2026-01-21,5.0
TKT0017610,ACC000770,High,Technical,Resolved,2024-11-04,2024-11-06,4.0
TKT0017611,ACC000957,Medium,Feature Request,Open,2026-05-27,,
TKT0017612,ACC002311,High,General Inquiry,Resolved,2024-09-26,2024-09-27,5.0
TKT0017613,ACC000824,Low,Technical,Resolved,2025-04-16,2025-05-07,5.0
TKT0017614,ACC000776,Medium,Billing,Closed,2025-07-09,2025-07-15,3.0
TKT0017615,ACC000734,Medium,Billing,Closed,2024-08-26,2024-08-31,1.0
TKT0017616,ACC001026,High,Bug,Resolved,2025-09-11,2025-09-13,5.0
TKT0017617,ACC001310,High,Technical,Open,2026-03-04,,
TKT0017618,ACC000154,Medium,General Inquiry,Closed,2027-03-24,2024-09-12,2.0
TKT0017619,ACC002400,Medium,General Inquiry,In Progress,2024-10-10,,
TKT0017620,ACC002217,Low,General Inquiry,Resolved,2025-06-13,2025-07-01,3.0
TKT0017621,ACC002201,High,Technical,Resolved,2024-08-22,2024-08-25,4.0
TKT0017622,ACC000520,Low,Bug,Closed,2026-05-01,2026-05-18,2.0
TKT0017623,ACC001758,Medium,Billing,Resolved,2026-06-29,2026-07-03,1.0
TKT0017624,ACC001605,Low,Bug,Open,2027-01-12,,
TKT0017625,ACC002038,Low,Billing,Resolved,2026-01-16,2026-02-05,1.0
TKT0017626,ACC000462,Low,Billing,Closed,2024-10-12,2024-10-25,3.0
TKT0017627,ACC002561,Medium,Bug,Resolved,2025-07-12,2025-07-16,3.0
TKT0017628,ACC001485,High,Technical,In Progress,2026-01-27,,
TKT0017629,ACC002364,High,General Inquiry,Resolved,2025-03-09,2025-03-11,5.0
TKT0017630,ACC001858,Low,Billing,In Progress,2024-11-08,,
TKT0017631,ACC002497,Medium,Billing,Resolved,2026-04-05,2026-04-09,1.0
TKT0017632,ACC002178,Low,Billing,Resolved,2024-11-09,2024-11-21,3.0
TKT0017633,ACC001687,Low,Feature Request,Resolved,2025-02-28,2025-03-19,1.0
TKT0017634,ACC002361,High,Technical,Closed,2026-05-03,2026-05-06,3.0
TKT0017635,ACC001583,Low,Bug,In Progress,2025-05-27,,
TKT0017636,ACC000959,Medium,Billing,Resolved,2025-11-17,2025-11-24,3.0
TKT0017637,ACC000376,Low,General Inquiry,Open,2025-02-01,,
TKT0017638,ACC000986,Critical,Feature Request,In Progress,2024-10-10,,
TKT0017639,ACC001088,High,Feature Request,Open,2026-04-24,,
TKT0017640,ACC002122,Medium,Technical,Open,2024-08-02,,
TKT0017641,ACC002249,Medium,Technical,Closed,2025-04-18,2025-04-21,3.0
TKT0017642,ACC002464,Critical,Technical,Resolved,2025-02-11,2025-02-11,3.0
TKT0017643,ACC000046,Low,Feature Request,In Progress,2026-03-11,,
