usage_id,account_id,login_count,active_users,api_calls,storage_used_gb,feature_usage_score,last_login
USG00038887,ACC001804,4900,3678,2011110,1125.0,87.5,2026-04-15
USG00038888,ACC001323,687,159,165677,352.0,60.8,2026-04-26
USG00038889,ACC002302,4525,416,165265,364.0,57.3,2026-04-14
USG00038890,ACC002444,3022,106,18522,476.0,51.9,2026-04-08
USG00038891,ACC000057,3374,246,444774,226.0,54.4,2026-05-14
USG00038892,ACC001453,112,10,1848,1.86,22.0,2026-04-15
USG00038893,ACC002341,950,46,29464,94.0,44.3,2026-05-19
USG00038894,ACC001402,2822,56,325657,,55.3,2026-04-23
USG00038895,ACC002080,1145,281,145446,320.0,74.8,2026-04-10
USG00038896,ACC001762,2336,349,375959,67.0,58.4,2026-05-01
USG00038897,ACC002331,227,15,43389,55.0,40.1,2026-04-07
USG00038898,ACC001849,659,93,265802,484.0,57.9,2026-05-25
USG00038899,ACC002113,4195,3923,3011070,3211.0,70.4,2026-04-10
USG00038900,ACC001663,4348,367,16152,72.0,76.3,2026-06-17
USG00038901,ACC002622,136,10,31150,12.0,49.3,2026-06-22
USG00038902,ACC001698,198,19,2648,19.24,24.0,2026-05-17
USG00038903,ACC000880,1912,174,187621,187.0,77.1,2026-04-28
USG00038904,ACC002036,7165,1531,2802550,776.0,67.0,2026-05-28
USG00038905,ACC000215,4838,337,429312,348.0,71.8,2026-06-29
USG00038906,ACC002400,2769,254,456759,116.0,65.7,2026-06-23
USG00038907,ACC000913,644,89,4181,84.0,38.4,2026-06-11
USG00038908,ACC001477,160,20,1563,13.85,31.5,2026-06-01
USG00038909,ACC001672,163,16,2861,12.44,33.0,2026-04-26
USG00038910,ACC001329,16468,3498,2742719,3588.0,82.1,2026-07-05
USG00038911,ACC002014,2707,294,491142,341.0,67.6,2026-06-09
USG00038912,ACC001794,157,11,3407,12.43,43.1,2027-06-21
USG00038913,ACC002602,732,44,39834,26.0,39.7,2026-05-24
USG00038914,ACC002221,2030,216,312208,284.0,58.8,2026-06-25
USG00038915,ACC002874,170,12,1878,3.76,16.2,2026-05-16
USG00038916,ACC000555,147,55,12907,84.0,43.8,2026-05-23
USG00038917,ACC001130,849,13,3187,98.0,33.6,2026-05-02
USG00038918,ACC001957,1342,436,322159,409.0,54.4,2026-04-13
USG00038919,ACC002623,356,28,6452,66.0,44.3,2026-04-30
USG00038920,ACC001112,880,65,15605,13.0,56.2,2026-04-11
USG00038921,ACC002637,170,17,4704,6.13,14.4,2027-04-12
USG00038922,ACC001856,6724,2068,-1125581,581.0,77.8,2026-05-26
USG00038923,ACC000726,1396,484,443356,,70.9,2026-05-23
USG00038924,ACC001015,12461,1665,2327991,2557.0,67.7,2026-06-24
USG00038925,ACC001123,35,5,2595,13.8,19.4,2026-06-21
USG00038926,ACC001700,309,54,42198,74.0,32.7,2026-05-31
USG00038927,ACC000712,862,77,41729,100.0,54.6,2026-06-11
USG00038928,ACC001129,19,17,2761,18.65,49.8,2026-06-27
USG00038929,ACC000212,538,57,45395,31.0,35.9,2026-05-02
USG00038930,ACC002151,1490,100,128788,174.0,63.5,2026-04-23
USG00038931,ACC002190,696,39,29425,92.0,38.8,2026-06-26
USG00038932,ACC001322,2699,393,363558,389.0,67.4,2026-05-10
USG00038933,ACC000130,677,27,1342,53.0,53.0,2026-05-25
USG00038934,ACC000946,1289,372,95890,252.0,53.0,2026-06-08
USG00038935,ACC002033,2246,70,348778,298.0,77.9,2026-04-23
USG00038936,ACC001948,13542,3903,4304020,483.0,86.2,2026-06-05
USG00038937,ACC000043,102,17,4227,11.03,43.2,2026-04-29
USG00038938,ACC002603,3666,124,-352864,373.0,67.2,2026-06-22
USG00038939,ACC001142,15078,830,2964302,4022.0,73.2,2026-06-01
USG00038940,ACC001542,58,11,4915,16.0,33.9,2026-07-01
USG00038941,ACC000383,2485,124,60328,65.0,79.7,2026-05-21
USG00038942,ACC001440,3154,381,483282,139.0,69.4,2026-05-29
USG00038943,ACC001577,3131,199,476361,482.0,76.7,2026-05-25
USG00038944,ACC002870,2840,93,345988,236.0,50.1,2026-06-09
USG00038945,ACC000056,2353,426,348827,266.0,70.1,2026-05-13
USG00038946,ACC002511,101,4,2399,15.07,19.5,2026-06-12
USG00038947,ACC002173,253,91,40710,38.0,58.9,2026-04-19
USG00038948,ACC002251,3578,324,273560,,72.4,2026-05-21
USG00038949,ACC000329,4448,143,399038,100.0,78.6,2026-06-09
USG00038950,ACC002643,1972,488,262725,154.0,79.9,2026-06-21
USG00038951,ACC000992,410,82,17970,86.0,50.4,2026-07-04
USG00038952,ACC000140,4312,335,319480,224.0,72.3,2026-05-14
USG00038953,ACC002729,139,38,32127,12.0,53.3,2026-06-14
USG00038954,ACC002091,638,78,17925,99.0,43.1,2026-04-30
USG00038955,ACC000805,3327,148,443547,378.0,78.3,2026-04-25
USG00038956,ACC001821,125,20,987,5.01,35.0,2026-05-10
USG00038957,ACC002145,124,7,2964,6.5,45.0,2026-06-16
USG00038958,ACC002796,50,2,3015,6.1,19.2,2026-06-14
USG00038959,ACC001665,8186,1629,3975649,978.0,83.2,2026-04-15
USG00038960,ACC000998,13970,1371,4735955,361.0,92.7,2026-07-04
USG00038961,ACC000300,850,51,4173,91.0,31.9,2026-05-29
USG00038962,ACC001121,2219,434,189249,217.0,58.9,2026-06-14
USG00038963,ACC001092,662,65,9928,70.0,34.8,2026-04-09
USG00038964,ACC000385,16189,2060,2972086,2287.0,74.3,2026-06-30
USG00038965,ACC000077,34,8,3019,14.1,21.5,2026-06-05
USG00038966,ACC002887,789,85,13043,36.0,45.5,2026-04-27
USG00038967,ACC000850,823,83,15611,54.0,37.3,2026-04-18
USG00038968,ACC001930,26,18,1719,2.76,42.1,2026-04-30
USG00038969,ACC002541,160,53,9806,74.0,31.3,2026-06-21
USG00038970,ACC002652,3185,4530,4396381,4566.0,88.5,2026-04-19
USG00038971,ACC000231,12804,3093,1106642,3342.0,91.6,2026-05-01
USG00038972,ACC001989,125,76,3635,44.0,61.5,2026-04-22
USG00038973,ACC000638,448,50,14263,97.0,33.6,2026-06-21
USG00038974,ACC001170,3366,797,2537268,1011.0,86.7,2026-04-14
USG00038975,ACC002374,2253,133,362905,78.0,72.5,2026-06-16
USG00038976,ACC001185,953,57,33885,9.0,47.5,2026-05-11
USG00038977,ACC000814,82,10,-4859,14.05,28.0,2026-05-16
USG00038978,ACC002570,943,16,48740,13.0,64.0,2026-04-07
USG00038979,ACC000721,287,16,16470,90.0,35.5,2026-05-14
USG00038980,ACC002446,448,67,28045,73.0,46.1,2026-06-10
USG00038981,ACC001232,4380,473,449143,466.0,56.0,2026-06-09
USG00038982,ACC001928,190,3,1198,12.42,44.7,2026-05-23
USG00038983,ACC001612,633,31,26452,90.0,61.4,2026-05-03
USG00038984,ACC001599,117,4,4881,5.64,11.4,2026-06-14
USG00038985,ACC002588,11101,3289,2375056,1832.0,81.5,2026-06-16
USG00038986,ACC000376,12359,4891,3401439,1366.0,75.3,2026-05-10
USG00038987,ACC000697,79,14,2505,19.57,25.0,2026-05-12
USG00038988,ACC002210,8497,1162,1409583,3667.0,97.2,2026-07-04
USG00038989,ACC001617,4538,491,209203,54.0,54.5,2026-05-31
USG00038990,ACC000122,32,14,3399,6.69,40.5,2026-06-08
USG00038991,ACC001669,895,28,19563,24.0,55.6,2026-05-03
USG00038992,ACC000214,4146,272,237148,291.0,64.4,2026-06-25
USG00038993,ACC002335,1723,119,385080,205.0,59.0,2026-06-30
USG00038994,ACC002103,62,3,1196,18.62,18.7,2026-06-23
USG00038995,ACC000479,872,31,17706,88.0,58.7,2026-05-11
USG00038996,ACC000268,872,85,8871,97.0,63.4,2026-05-20
USG00038997,ACC000334,613,83,25385,79.0,54.8,2026-06-13
USG00038998,ACC001233,148,6,1294,16.77,22.3,2026-05-05
USG00038999,ACC002538,19359,3194,1373065,842.0,86.8,2026-05-09
USG00039000,ACC001937,4819,132,62444,127.0,57.1,2026-06-05
USG00039001,ACC000178,1049,170,190314,428.0,61.5,2026-05-10
USG00039002,ACC002760,14967,3635,3911435,3699.0,71.2,2026-07-06
USG00039003,ACC000481,522,31,11998,74.0,37.9,2026-04-10
USG00039004,ACC000193,3701,366,401294,355.0,74.2,2026-04-12
USG00039005,ACC002846,621,55,11736,94.0,38.0,2026-05-16
USG00039006,ACC000422,14415,1714,1481871,4152.0,94.2,2026-05-15
USG00039007,ACC000940,170,31,49442,89.0,30.2,2026-05-27
USG00039008,ACC000530,574,234,465488,185.0,53.6,2026-06-17
USG00039009,ACC002367,12311,1375,3276190,3226.0,82.4,2026-06-16
USG00039010,ACC000305,772,19,27621,44.0,32.1,2026-04-20
USG00039011,ACC001692,19917,919,2093348,737.0,79.5,2026-05-25
USG00039012,ACC001307,2862,362,284271,101.0,54.0,2026-06-14
USG00039013,ACC002302,526,86,87973,142.0,72.0,2026-06-06
USG00039014,ACC000372,185,6,2538,4.1,17.1,2026-06-06
USG00039015,ACC002977,71,17,2100,1.77,18.0,2026-06-05
USG00039016,ACC000834,762,465,260068,346.0,64.6,2026-07-01
USG00039017,ACC000969,4607,2050,666854,1290.0,66.1,2026-06-04
USG00039018,ACC000114,574,64,46100,39.0,54.0,2026-05-08
USG00039019,ACC001795,814,146,84379,165.0,70.6,2026-04-11
USG00039020,ACC000474,818,23,41832,5.0,64.6,2026-06-13
USG00039021,ACC002134,16646,1312,-2283584,1626.0,83.4,2026-06-03
USG00039022,ACC000107,2001,383,236698,245.0,65.3,2026-05-24
USG00039023,ACC002565,520,93,29541,14.0,56.5,2026-05-16
USG00039024,ACC002530,114,47,46104,14.0,47.2,2026-06-21
USG00039025,ACC002586,255,88,6668,38.0,56.9,2026-05-22
USG00039026,ACC002662,124,2,1789,18.87,36.8,2026-06-14
USG00039027,ACC001797,1115,280,114613,229.0,64.0,2026-06-08
USG00039028,ACC001131,2827,60,490123,,68.1,2026-07-02
USG00039029,ACC000588,86,14,455,,10.2,2026-05-28
USG00039030,ACC002638,1326,161,139210,381.0,68.1,2026-07-03
USG00039031,ACC002756,4996,88,444997,302.0,57.2,2026-05-01
USG00039032,ACC000759,13930,4650,4116159,4402.0,73.1,2026-06-21
USG00039033,ACC002938,554,41,2330,41.0,51.0,2026-06-29
USG00039034,ACC000421,875,95,7397,22.0,32.6,2026-04-08
USG00039035,ACC001630,155,94,10856,78.0,39.2,2026-06-24
USG00039036,ACC001948,13899,4245,4917055,2251.0,74.1,2026-04-30
USG00039037,ACC002478,2998,2409,4216563,2610.0,71.9,2026-05-15
USG00039038,ACC002904,1504,310,203742,75.0,78.7,2026-04-20
USG00039039,ACC002323,24,2,4009,19.47,47.4,2026-04-20
USG00039040,ACC000007,1444,247,185430,248.0,62.6,2026-07-01
USG00039041,ACC000278,42,2,1304,6.34,44.3,2026-06-24
USG00039042,ACC001029,140,89,37039,,32.5,2026-05-19
USG00039043,ACC001686,5912,1442,2880721,988.0,93.4,2026-06-16
USG00039044,ACC002848,688,21,41752,60.0,39.2,2026-04-25
USG00039045,ACC001994,2646,349,416492,216.0,55.0,2026-04-24
USG00039046,ACC001458,1401,135,83390,230.0,66.6,2026-06-08
USG00039047,ACC001881,12809,3063,4281939,856.0,78.1,2026-04-23
USG00039048,ACC001767,2861,206,90082,314.0,74.8,2026-06-10
USG00039049,ACC001702,818,188,284267,429.0,53.0,2026-06-21
USG00039050,ACC002911,540,23,40612,47.0,54.4,2026-05-07
USG00039051,ACC002037,4618,266,-317121,177.0,73.9,2026-04-10
USG00039052,ACC001396,18079,4708,592856,4930.0,82.8,2026-06-18
USG00039053,ACC000862,4277,208,233247,253.0,73.0,2026-04-10
USG00039054,ACC001066,2273,63,263293,462.0,64.1,2026-05-28
USG00039055,ACC000034,410,69,8169,32.0,36.9,2026-04-07
USG00039056,ACC001516,957,40,5750,37.0,37.9,2026-07-06
USG00039057,ACC001642,1913,110,48013,481.0,55.3,2026-06-13
USG00039058,ACC000984,862,34,22732,49.0,63.2,2026-05-04
USG00039059,ACC001508,18,12,2353,7.94,49.9,2026-05-02
USG00039060,ACC000138,222,86,14587,6.0,50.5,2026-04-26
USG00039061,ACC000358,770,314,385578,324.0,75.8,2026-04-18
USG00039062,ACC002004,17231,720,3119327,3229.0,82.9,2026-06-28
USG00039063,ACC000329,925,445,466784,82.0,74.5,2026-04-13
USG00039064,ACC000587,667,377,343494,134.0,57.3,2026-04-17
USG00039065,ACC002717,136,13,43345,71.0,33.3,2026-05-04
USG00039066,ACC002890,2647,221,51463,188.0,77.7,2026-04-09
USG00039067,ACC000560,235,74,9239,93.0,39.3,2026-05-24
USG00039068,ACC000675,696,20,42533,15.0,55.3,2026-05-04
USG00039069,ACC000482,3082,276,202692,151.0,54.7,2026-05-09
USG00039070,ACC001919,480,84,24500,55.0,60.8,2026-06-16
USG00039071,ACC001085,1508,106,233562,238.0,55.0,2026-06-08
USG00039072,ACC000399,4609,177,172285,467.0,55.8,2026-07-02
USG00039073,ACC000920,36,1,106,14.39,48.6,2026-06-07
USG00039074,ACC001920,5103,3808,1386829,1124.0,99.5,2026-06-27
USG00039075,ACC000828,669,87,42419,56.0,30.5,2026-04-14
USG00039076,ACC000953,2559,195,127535,84.0,76.2,2026-04-17
USG00039077,ACC000276,639,15,17890,95.0,59.5,2026-06-02
USG00039078,ACC000590,10665,2370,373243,869.0,73.4,2026-04-18
USG00039079,ACC002225,113,3,3595,12.98,27.5,2026-07-06
USG00039080,ACC000311,41,3,2093,1.63,34.1,2026-05-05
USG00039081,ACC001158,727,37,5318,54.0,38.5,2026-07-05
USG00039082,ACC001480,244,50,21524,61.0,46.2,2026-06-28
USG00039083,ACC002213,91,16,4710,11.77,47.4,2026-06-24
USG00039084,ACC002703,300,47,30115,70.0,43.5,2026-05-05
USG00039085,ACC000607,430,38,23149,70.0,40.3,2026-04-30
USG00039086,ACC000480,4028,376,85007,431.0,71.8,2026-06-02
USG00039087,ACC000473,151,9,3144,5.99,22.6,2026-04-13
USG00039088,ACC000307,3801,118,487911,485.0,72.5,2026-05-01
USG00039089,ACC000769,104,17,1042,2.98,42.9,2026-04-24
USG00039090,ACC001915,23,16,2427,1.4,36.4,2026-07-05
USG00039091,ACC001864,498,61,22913,65.0,56.2,2026-05-12
USG00039092,ACC000133,11849,1374,1795024,1463.0,85.3,2026-05-16
USG00039093,ACC000557,800,48,1806,49.0,54.8,2026-04-25
USG00039094,ACC001471,2913,86,-194927,309.0,78.6,2026-06-20
USG00039095,ACC000096,578,55,21024,59.0,51.8,2026-06-18
USG00039096,ACC002541,801,92,12871,84.0,57.1,2026-07-05
USG00039097,ACC002810,154,10,759,3.75,34.6,2026-04-25
USG00039098,ACC002850,679,81,3483,90.0,60.6,2026-04-15
USG00039099,ACC000121,106,7,2453,2.47,45.5,2026-05-21
USG00039100,ACC000465,843,96,40879,90.0,48.7,2026-06-07
USG00039101,ACC001208,3097,441,189458,101.0,77.7,2026-04-29
USG00039102,ACC000259,18334,2768,3022569,4960.0,84.8,2026-05-30
USG00039103,ACC002817,1125,162,49639,,61.8,2026-06-13
USG00039104,ACC002997,536,26,37273,25.0,31.8,2026-04-11
USG00039105,ACC000223,895,67,32780,,44.6,2026-04-07
USG00039106,ACC000724,310,97,40880,15.0,31.9,2026-06-17
USG00039107,ACC001963,168,20,2776,8.33,40.7,2026-06-26
USG00039108,ACC002720,17698,237,2764138,4527.0,66.0,2026-05-30
USG00039109,ACC001151,6643,1515,2290609,1604.0,79.4,2026-05-01
USG00039110,ACC002161,3166,299,310508,201.0,64.3,2026-04-13
USG00039111,ACC001683,788,70,25497,62.0,36.7,2026-05-01
USG00039112,ACC002032,96,15,3331,17.08,41.2,2026-06-14
USG00039113,ACC002396,2813,150,22447,305.0,71.3,2026-04-21
USG00039114,ACC002620,667,94,43185,15.0,42.0,2026-06-21
USG00039115,ACC001610,593,42,19323,43.0,41.9,2026-07-05
USG00039116,ACC001083,4403,334,261409,500.0,68.9,2026-06-07
USG00039117,ACC000677,410,44,24389,19.0,50.4,2026-06-01
USG00039118,ACC001408,835,97,36726,5.0,46.7,2026-06-27
USG00039119,ACC002130,5625,2344,4996263,3215.0,71.2,2026-06-27
USG00039120,ACC000648,985,87,11314,36.0,55.5,2026-06-30
USG00039121,ACC001615,4920,245,412027,67.0,72.4,2026-07-03
USG00039122,ACC002680,108,8,3517,16.38,47.4,2026-05-28
USG00039123,ACC002044,862,38,12180,85.0,62.4,2026-04-28
USG00039124,ACC002454,553,125,205042,92.0,56.3,2026-05-01
USG00039125,ACC000209,17305,2061,3078004,4706.0,98.3,2026-05-23
USG00039126,ACC001372,4773,86,137334,305.0,52.5,2026-06-06
USG00039127,ACC002133,992,107,487612,50.0,60.6,2026-04-28
USG00039128,ACC000894,3008,55,470526,107.0,50.0,2026-04-13
USG00039129,ACC002981,117,13,-4762,6.58,31.6,2026-06-07
USG00039130,ACC002708,1434,102,476603,359.0,58.4,2026-05-01
USG00039131,ACC001978,457,10,35025,87.0,39.9,2026-06-30
USG00039132,ACC001844,15232,2032,4289010,4660.0,92.7,2026-04-25
USG00039133,ACC001183,394,78,37892,39.0,34.8,2026-05-30
USG00039134,ACC000811,3917,184,200455,86.0,78.0,2026-06-18
USG00039135,ACC000390,640,76,8617,67.0,38.7,2026-04-22
USG00039136,ACC000875,774,18,47726,59.0,42.2,2026-06-02
USG00039137,ACC000081,805,23,25936,47.0,54.2,2026-04-30
USG00039138,ACC002180,3610,144,84891,65.0,65.0,2026-06-07
USG00039139,ACC002685,794,63,41860,61.0,48.2,2026-04-20
USG00039140,ACC002093,147,19,-31888,39.0,30.4,2026-06-10
USG00039141,ACC001814,156,2,4119,8.67,22.1,2026-04-24
USG00039142,ACC002800,418,15,43669,69.0,38.6,2026-06-11
USG00039143,ACC001306,2354,178,247551,103.0,59.6,2026-04-25
USG00039144,ACC001257,4985,363,304963,317.0,51.8,2027-02-05
USG00039145,ACC000505,4843,175,371995,223.0,62.5,2026-06-13
USG00039146,ACC001738,93,2,1542,5.16,42.2,2026-04-17
USG00039147,ACC001382,17479,1156,2049286,4952.0,67.1,2026-06-29
USG00039148,ACC001346,259,32,5832,93.0,42.4,2026-06-07
USG00039149,ACC000266,14904,4181,-3543303,819.0,93.6,2026-05-08
USG00039150,ACC000522,154,9,4626,5.41,23.2,2026-04-15
USG00039151,ACC001205,355,33,16171,62.0,45.9,2026-04-23
USG00039152,ACC000372,136,8,1449,12.93,18.5,2026-05-06
USG00039153,ACC001612,992,13,40621,13.0,30.6,2026-04-28
USG00039154,ACC001377,729,379,362966,448.0,63.4,2026-07-06
USG00039155,ACC001783,135,39,27666,93.0,48.3,2026-06-28
USG00039156,ACC002557,2957,366,353167,368.0,54.7,2026-06-21
USG00039157,ACC000017,988,118,327826,285.0,64.5,2026-07-06
USG00039158,ACC000185,16589,1638,3871421,4925.0,97.5,2026-05-22
USG00039159,ACC002666,2645,316,182878,402.0,68.1,2026-05-12
USG00039160,ACC000136,2602,426,439327,150.0,71.6,2026-04-24
USG00039161,ACC002201,724,57,42147,77.0,39.7,2026-07-01
USG00039162,ACC000418,879,36,16781,82.0,63.4,2026-04-10
USG00039163,ACC001163,193,20,4243,19.85,39.1,2026-05-14
USG00039164,ACC000186,911,28,7553,25.0,36.5,2026-04-07
USG00039165,ACC000717,2641,384,198395,401.0,73.2,2026-05-05
USG00039166,ACC000272,13856,3624,2290656,1228.0,66.3,2026-07-01
USG00039167,ACC002754,4414,167,123674,249.0,59.3,2026-06-25
USG00039168,ACC002821,687,76,40250,32.0,50.0,2026-06-30
USG00039169,ACC000580,50,18,3824,2.87,14.2,2026-05-29
USG00039170,ACC002126,131,66,28277,20.0,41.7,2026-06-22
USG00039171,ACC002061,776,255,363520,306.0,53.9,2026-06-10
USG00039172,ACC001281,12514,2644,4683974,1612.0,82.5,2026-07-01
USG00039173,ACC000363,787,83,5081,100.0,63.5,2026-05-18
USG00039174,ACC002170,4841,248,483691,76.0,66.2,2026-06-24
USG00039175,ACC000118,761,34,41790,,40.1,2026-05-01
USG00039176,ACC000807,472,70,21338,17.0,43.7,2026-04-25
USG00039177,ACC000876,908,99,35742,20.0,40.2,2026-06-16
USG00039178,ACC000269,137,11,1622,11.75,44.5,2026-05-17
USG00039179,ACC001623,735,41,25524,5.0,36.6,2026-05-18
USG00039180,ACC002898,2293,196,215570,113.0,65.4,2026-04-30
USG00039181,ACC001859,784,60,45539,31.0,55.0,2026-06-10
USG00039182,ACC001343,223,99,27916,66.0,54.9,2026-04-19
USG00039183,ACC001317,830,33,47107,41.0,31.3,2026-06-27
USG00039184,ACC002384,172,6,1496,16.79,12.8,2026-06-27
USG00039185,ACC000229,2910,497,499393,355.0,53.1,2026-04-24
USG00039186,ACC001176,1062,494,343200,105.0,51.9,2026-04-15
USG00039187,ACC000538,855,90,11861,53.0,47.9,2026-06-01
USG00039188,ACC001069,295,56,12231,99.0,43.7,2026-06-25
USG00039189,ACC000074,955,38,42552,42.0,50.8,2026-04-18
USG00039190,ACC002559,87,3,315,8.46,15.6,2026-05-17
USG00039191,ACC001982,271,39,13104,44.0,39.4,2026-06-24
USG00039192,ACC001341,4723,96,20152,426.0,72.8,2026-05-13
USG00039193,ACC002962,793,46,5636,22.0,43.7,2026-04-23
USG00039194,ACC000325,364,27,27643,99.0,58.4,2026-07-06
USG00039195,ACC001361,829,61,24532,17.0,34.5,2026-05-21
USG00039196,ACC001863,55,8,2240,5.3,23.6,2026-05-05
USG00039197,ACC000615,345,90,49297,88.0,53.8,2026-06-22
USG00039198,ACC001115,82,10,980,,22.4,2026-06-04
USG00039199,ACC002798,927,35,20436,81.0,38.5,2026-05-27
USG00039200,ACC001551,100,15,3164,13.03,30.6,2026-06-02
USG00039201,ACC001358,150,29,-14034,22.0,40.3,2026-04-28
USG00039202,ACC001165,4774,127,396754,492.0,67.4,2026-05-20
USG00039203,ACC002772,24,19,3349,8.21,16.4,2026-04-22
USG00039204,ACC001622,13286,2085,900808,1348.0,69.1,2026-04-22
USG00039205,ACC000770,3006,348,404741,418.0,71.2,2026-06-13
USG00039206,ACC002539,4090,352,488444,284.0,51.5,2026-07-02
USG00039207,ACC000590,9050,2764,2412585,3082.0,93.8,2026-05-18
USG00039208,ACC002017,319,29,36543,24.0,34.6,2026-06-26
USG00039209,ACC001742,561,18,20378,95.0,47.7,2026-04-08
USG00039210,ACC002004,8595,604,887012,,89.4,2026-05-08
USG00039211,ACC001914,18606,1602,3556336,3425.0,99.7,2026-05-19
USG00039212,ACC000706,161,100,38059,69.0,51.6,2026-05-17
USG00039213,ACC001454,451,38,32597,10.0,40.7,2026-06-15
USG00039214,ACC001480,715,70,37156,32.0,45.7,2026-06-11
USG00039215,ACC000557,975,44,48759,18.0,33.0,2026-04-12
USG00039216,ACC000352,115,17,2002,18.57,14.1,2026-07-01
USG00039217,ACC000762,886,18,23947,10.0,40.9,2026-04-21
USG00039218,ACC002886,682,55,6110,37.0,44.9,2026-05-06
USG00039219,ACC000848,11515,4747,3312461,774.0,91.7,2026-05-27
USG00039220,ACC000379,803,233,247947,270.0,65.4,2026-04-25
USG00039221,ACC000174,277,95,10707,96.0,58.3,2026-05-10
USG00039222,ACC000081,925,82,38478,74.0,54.4,2026-05-25
USG00039223,ACC001690,500,75,47624,99.0,31.4,2026-06-28
USG00039224,ACC000841,1319,333,364360,437.0,50.0,2026-05-09
USG00039225,ACC001204,968,28,40963,26.0,37.1,2026-06-27
USG00039226,ACC000719,2947,182,288110,301.0,75.4,2026-05-11
USG00039227,ACC001005,1389,59,480313,373.0,69.2,2026-07-01
USG00039228,ACC001674,946,82,7515,99.0,57.4,2026-10-15
USG00039229,ACC001672,197,13,952,18.24,21.7,2026-04-18
USG00039230,ACC001894,510,74,40620,66.0,53.3,2026-06-06
USG00039231,ACC002974,117,10,160,13.53,27.4,2026-04-17
USG00039232,ACC000412,579,77,41153,97.0,51.9,2026-05-29
USG00039233,ACC001136,55,4,2050,14.2,27.5,2026-06-15
USG00039234,ACC002956,239,83,31969,78.0,63.2,2026-04-13
USG00039235,ACC000819,2754,304,363075,171.0,77.6,2026-06-03
USG00039236,ACC000320,45,7,4624,8.47,10.1,2026-06-26
USG00039237,ACC000077,22,15,222,18.12,21.2,2026-06-10
USG00039238,ACC000128,126,10,2810,9.08,30.1,2026-06-02
USG00039239,ACC000613,2907,181,35496,63.0,55.1,2026-04-29
USG00039240,ACC002686,3794,495,99991,128.0,60.3,2026-04-24
USG00039241,ACC000104,975,75,4069,83.0,40.2,2026-05-16
USG00039242,ACC002395,4106,327,402102,484.0,75.2,2026-04-07
USG00039243,ACC001464,164,10,3000,7.14,28.7,2026-07-05
USG00039244,ACC000958,198,17,3073,11.65,36.4,2026-06-15
USG00039245,ACC001606,747,34,5435,79.0,37.9,2026-06-08
USG00039246,ACC000702,578,50,38768,97.0,53.1,2026-06-02
USG00039247,ACC000369,2499,487,320965,279.0,50.2,2026-05-05
USG00039248,ACC002075,12332,4019,1190384,2472.0,85.3,2026-05-01
USG00039249,ACC002175,277,49,47319,49.0,47.5,2027-02-15
USG00039250,ACC001108,182,14,2265,8.49,15.1,2026-04-23
USG00039251,ACC000697,110,15,4161,15.65,29.9,2026-07-25
USG00039252,ACC002188,23,2,4524,9.69,46.1,2026-07-03
USG00039253,ACC002741,4980,166,288919,331.0,75.0,2026-05-11
USG00039254,ACC001925,195,42,31256,72.0,49.3,2026-06-02
USG00039255,ACC000328,137,3,2169,13.14,27.3,2026-05-30
USG00039256,ACC000809,54,11,4134,14.57,33.4,2026-06-23
USG00039257,ACC002315,17605,3956,1261939,957.0,67.2,2026-04-20
USG00039258,ACC000927,3838,275,216613,484.0,62.9,2026-06-14
USG00039259,ACC001883,55,9,836,4.61,28.0,2026-05-21
USG00039260,ACC002425,743,16,40136,94.0,57.2,2026-05-29
USG00039261,ACC002533,756,89,19607,36.0,45.1,2026-06-10
USG00039262,ACC002892,4033,239,495065,264.0,75.7,2026-06-30
USG00039263,ACC001147,377,78,44813,27.0,61.6,2026-04-17
USG00039264,ACC000684,594,21,36077,6.0,40.1,2026-05-12
USG00039265,ACC002824,343,50,49748,9.0,30.1,2026-05-19
USG00039266,ACC002084,157,70,42726,11.0,56.6,2026-04-12
USG00039267,ACC001197,710,14,49940,46.0,48.3,2026-04-21
USG00039268,ACC002751,3735,135,211115,293.0,78.2,2026-05-28
USG00039269,ACC000051,972,54,13960,70.0,39.3,2026-05-19
USG00039270,ACC002048,695,82,24657,94.0,34.2,2026-04-18
USG00039271,ACC001466,81,11,1698,16.78,20.9,2026-05-17
USG00039272,ACC001839,1874,165,15530,448.0,61.3,2026-06-16
USG00039273,ACC000803,174,3,3529,17.14,11.9,2026-05-01
USG00039274,ACC000802,154,12,3396,11.52,21.2,2026-04-26
USG00039275,ACC000557,132,92,29252,67.0,40.2,2026-06-26
USG00039276,ACC002622,547,59,46443,26.0,33.9,2026-05-24
USG00039277,ACC000649,905,77,20970,42.0,33.5,2026-06-10
USG00039278,ACC000037,15276,2004,2495056,2898.0,75.1,2026-05-06
USG00039279,ACC000201,44,4,2709,6.6,10.8,2026-06-19
USG00039280,ACC001699,4894,433,93398,377.0,56.0,2026-04-24
USG00039281,ACC002858,2178,343,439713,,69.2,2026-05-09
USG00039282,ACC001325,3943,156,117506,258.0,63.3,2026-04-07
USG00039283,ACC000624,18851,220,605478,545.0,75.1,2026-04-23
USG00039284,ACC001534,51,14,1816,13.3,25.3,2026-05-11
USG00039285,ACC001780,919,82,21525,37.0,58.7,2026-05-09
USG00039286,ACC001669,837,69,47188,49.0,36.1,2026-05-20
USG00039287,ACC002691,1313,274,246410,55.0,78.0,2026-06-08
USG00039288,ACC001796,42,3,4544,8.27,23.7,2026-04-22
