activity_id,account_id,page_views,sessions,average_session_time,downloads,webinar_attendance,last_visit
ACT00036267,ACC000435,90,30,214.4,1,1,2026-05-14
ACT00036268,ACC002226,10516,1566,1630.0,118,92,2026-06-25
ACT00036269,ACC002574,50,2,49.6,1,2,2026-05-29
ACT00036270,ACC002527,32,6,164.5,4,0,2026-05-31
ACT00036271,ACC000771,117,21,33.2,1,0,2026-05-07
ACT00036272,ACC000578,546,100,549.8,13,1,2026-07-03
ACT00036273,ACC001991,1287,167,172.0,8,4,2026-06-01
ACT00036274,ACC002110,2275,1493,1456.6,193,44,2026-06-04
ACT00036275,ACC000586,2335,218,666.1,14,15,2026-06-09
ACT00036276,ACC001649,2450,358,528.1,38,4,2026-07-01
ACT00036277,ACC002909,1031,166,718.3,32,14,2026-07-04
ACT00036278,ACC000516,12442,547,1562.8,50,84,2026-06-30
ACT00036279,ACC002212,851,126,592.5,11,7,2026-06-01
ACT00036280,ACC000683,115,11,249.7,3,2,2026-07-02
ACT00036281,ACC002890,2670,147,614.3,5,10,2026-06-04
ACT00036282,ACC002822,142,4,221.1,0,2,2026-06-15
ACT00036283,ACC002536,1379,181,309.7,10,4,2026-05-10
ACT00036284,ACC001654,61,15,284.9,0,1,2026-05-28
ACT00036285,ACC001223,302,17,503.0,9,3,2026-06-20
ACT00036286,ACC001161,187,14,134.4,4,1,2026-06-29
ACT00036287,ACC001716,96,11,115.4,3,2,2026-05-18
ACT00036288,ACC002043,55,20,129.3,4,1,2026-06-05
ACT00036289,ACC000334,486,15,441.2,8,1,2026-06-18
ACT00036290,ACC002407,19737,1839,508.2,123,97,2026-05-14
ACT00036291,ACC001407,589,51,322.5,5,1,2026-05-15
ACT00036292,ACC001788,11748,349,511.4,93,98,2026-05-27
ACT00036293,ACC002538,6577,1153,1688.6,33,86,2026-06-23
ACT00036294,ACC002287,102,66,515.8,3,4,2026-06-17
ACT00036295,ACC001821,118,21,155.0,1,1,2026-06-26
ACT00036296,ACC002201,59,94,226.8,2,0,2026-06-02
ACT00036297,ACC000778,9147,1897,1364.2,87,78,2026-06-13
ACT00036298,ACC001559,747,169,889.9,16,10,2026-05-08
ACT00036299,ACC002775,987,307,169.0,13,12,2026-05-28
ACT00036300,ACC001132,130,7,171.8,3,1,2026-05-12
ACT00036301,ACC000806,992,305,872.7,28,3,2026-05-28
ACT00036302,ACC002866,33,27,74.9,0,1,2026-05-31
ACT00036303,ACC002999,4604,707,1539.2,21,99,2026-05-30
ACT00036304,ACC001974,2620,308,673.5,28,13,2026-06-23
ACT00036305,ACC001976,60,11,96.4,0,0,2026-05-26
ACT00036306,ACC001993,473,75,404.3,12,5,2026-06-29
ACT00036307,ACC002846,581,23,140.0,3,3,2026-05-29
ACT00036308,ACC000888,1132,270,793.9,13,2,2026-06-23
ACT00036309,ACC001400,144,11,78.0,3,1,2026-07-03
ACT00036310,ACC001607,1864,242,474.9,29,2,2026-05-10
ACT00036311,ACC001017,1116,272,436.7,31,2,2026-06-30
ACT00036312,ACC000855,769,33,226.6,12,1,2026-05-12
ACT00036313,ACC000276,778,41,347.9,9,4,2026-06-11
ACT00036314,ACC000665,2432,316,532.5,30,3,2026-06-07
ACT00036315,ACC001765,10,18,44.6,4,0,2026-06-11
ACT00036316,ACC000934,2798,1872,1493.6,126,76,2026-06-25
ACT00036317,ACC000064,151,7,81.7,3,0,2026-06-20
ACT00036318,ACC002827,2270,365,222.7,13,13,2026-06-16
ACT00036319,ACC000444,857,79,615.6,11,3,2026-06-15
ACT00036320,ACC001038,1354,304,342.5,16,9,2026-06-29
ACT00036321,ACC000535,202,85,333.1,13,0,2026-06-15
ACT00036322,ACC000223,456,97,371.9,15,5,2026-06-07
ACT00036323,ACC000700,1794,208,132.8,8,15,2026-06-03
ACT00036324,ACC001173,1516,73,468.5,36,3,2026-05-12
ACT00036325,ACC000708,23,30,73.4,2,1,2026-05-15
ACT00036326,ACC000599,2478,315,841.6,34,9,2026-06-09
ACT00036327,ACC000437,639,16,394.6,7,1,2026-06-08
ACT00036328,ACC001737,909,339,815.9,32,2,2026-06-29
ACT00036329,ACC002123,318,52,420.5,2,4,2026-06-26
ACT00036330,ACC001715,1307,97,313.3,36,8,2026-06-27
ACT00036331,ACC000344,264,96,350.4,11,3,2026-05-09
ACT00036332,ACC002493,6295,979,381.5,194,46,2026-06-29
ACT00036333,ACC001874,1692,300,841.3,32,12,2026-06-10
ACT00036334,ACC001235,408,289,452.3,13,12,2026-06-01
ACT00036335,ACC002987,27,23,131.5,1,2,2026-05-10
ACT00036336,ACC001785,1503,282,348.3,11,13,2026-06-08
ACT00036337,ACC000691,1398,399,735.1,8,6,2026-07-05
ACT00036338,ACC001979,96,22,45.5,3,1,2026-06-14
ACT00036339,ACC001692,5603,1796,531.4,61,61,2026-07-02
ACT00036340,ACC002852,273,17,358.4,11,3,2026-06-01
ACT00036341,ACC001305,691,58,554.2,7,3,2026-05-11
ACT00036342,ACC002687,1040,227,317.4,10,13,2026-06-09
ACT00036343,ACC000287,2388,289,602.4,16,10,2026-06-06
ACT00036344,ACC002902,187,4,216.8,0,1,2026-12-30
ACT00036345,ACC002455,13590,963,1126.4,34,37,2026-05-14
ACT00036346,ACC000061,498,72,118.1,15,4,2026-05-17
ACT00036347,ACC002572,135,51,65.8,3,1,2026-06-25
ACT00036348,ACC000777,2416,360,630.2,29,15,2026-06-11
ACT00036349,ACC002681,556,323,728.3,38,2,2026-06-27
ACT00036350,ACC000532,2448,206,830.3,18,2,2026-06-04
ACT00036351,ACC001043,484,15,198.4,7,2,2026-07-04
ACT00036352,ACC002111,17072,280,1494.1,100,63,2026-05-07
ACT00036353,ACC001715,2623,318,696.1,13,2,2026-06-01
ACT00036354,ACC001556,2041,376,694.6,38,7,2026-06-16
ACT00036355,ACC002025,2630,363,212.1,8,13,2026-06-16
ACT00036356,ACC000933,1757,154,620.5,30,4,2026-07-02
ACT00036357,ACC002305,7253,1564,1793.0,75,37,2026-10-13
ACT00036358,ACC002274,1210,362,183.5,14,4,2026-06-09
ACT00036359,ACC002835,1556,324,374.7,34,8,2026-06-05
ACT00036360,ACC002194,395,50,286.6,13,2,2026-06-23
ACT00036361,ACC002319,568,291,525.9,11,14,2026-06-27
ACT00036362,ACC002484,63,1,259.4,2,1,2026-10-19
ACT00036363,ACC002412,5093,1979,1412.1,107,88,2026-06-04
ACT00036364,ACC002470,4911,341,314.5,23,69,2026-05-21
ACT00036365,ACC002781,3863,1924,1244.3,126,51,2026-06-05
ACT00036366,ACC001391,17860,1823,567.0,150,83,2026-07-03
ACT00036367,ACC000716,198,29,238.7,2,1,2026-05-28
ACT00036368,ACC001177,1850,213,759.8,20,13,2026-05-16
ACT00036369,ACC000551,159,13,261.2,1,2,2026-11-11
ACT00036370,ACC000191,5071,1296,978.1,93,71,2026-05-11
ACT00036371,ACC000443,1782,316,240.8,6,15,2026-06-21
ACT00036372,ACC002395,919,264,191.2,12,5,2026-06-06
ACT00036373,ACC000562,636,15,401.9,11,2,2026-05-15
ACT00036374,ACC002647,684,93,360.8,7,4,2026-06-21
ACT00036375,ACC000920,114,9,38.9,4,2,2026-06-09
ACT00036376,ACC001206,240,64,528.3,3,2,2026-05-23
ACT00036377,ACC001849,1815,151,409.4,32,6,2026-05-18
ACT00036378,ACC002428,1780,149,606.8,33,4,2026-05-15
ACT00036379,ACC002460,1329,150,490.4,10,6,2026-06-05
ACT00036380,ACC002091,556,78,249.3,10,4,2026-06-05
ACT00036381,ACC000877,629,40,252.3,15,2,2026-05-15
ACT00036382,ACC002901,244,38,322.6,4,1,2026-05-11
ACT00036383,ACC000398,2669,164,504.0,23,14,2026-05-30
ACT00036384,ACC000168,121,10,261.7,2,1,2026-07-02
ACT00036385,ACC002718,710,255,573.1,25,15,2026-06-02
ACT00036386,ACC000353,1496,152,184.9,39,11,2026-12-25
ACT00036387,ACC001367,282,100,124.7,14,0,2026-06-26
ACT00036388,ACC002661,107,17,41.8,5,1,2026-06-14
ACT00036389,ACC002022,7035,1405,497.3,180,93,2026-05-29
ACT00036390,ACC001041,12102,604,1132.9,88,43,2026-05-24
ACT00036391,ACC000958,-101,19,270.6,5,2,2026-07-03
ACT00036392,ACC001092,362,88,181.4,10,0,2026-05-10
ACT00036393,ACC001831,514,47,531.5,3,5,2026-06-03
ACT00036394,ACC001504,1579,196,646.5,19,15,2026-09-03
ACT00036395,ACC000727,81,57,152.3,6,0,2026-05-12
ACT00036396,ACC001394,1115,80,693.7,31,10,2026-05-08
ACT00036397,ACC001187,81,27,217.4,1,1,2026-07-04
ACT00036398,ACC002188,7,12,201.0,4,0,2026-05-29
ACT00036399,ACC001822,2686,357,744.3,32,9,2026-06-15
ACT00036400,ACC001675,85,47,122.4,14,0,2026-05-18
ACT00036401,ACC000248,323,11,317.1,12,0,2026-05-30
ACT00036402,ACC000499,568,98,369.0,1,1,2026-06-04
ACT00036403,ACC002114,130,30,320.7,7,0,2026-06-23
ACT00036404,ACC001206,112,73,174.2,6,0,2026-06-03
ACT00036405,ACC001275,491,67,519.7,14,0,2026-05-20
ACT00036406,ACC002079,63,21,250.7,2,1,2026-05-10
ACT00036407,ACC002719,2322,59,295.3,14,13,2026-06-17
ACT00036408,ACC001984,1691,152,749.8,14,3,2026-06-16
ACT00036409,ACC000886,297,154,384.9,7,6,2026-05-31
ACT00036410,ACC001792,142,17,80.2,3,0,2026-06-27
ACT00036411,ACC000107,695,65,125.9,29,2,2026-05-31
ACT00036412,ACC002465,12694,1580,352.4,103,87,2026-05-11
ACT00036413,ACC002753,1976,221,374.0,7,6,2026-06-14
ACT00036414,ACC002678,682,108,653.0,16,14,2026-05-24
ACT00036415,ACC000949,72,81,310.1,10,3,2026-06-08
ACT00036416,ACC002361,5640,583,1079.9,167,88,2026-06-06
ACT00036417,ACC001736,2323,129,338.3,40,2,2026-05-23
ACT00036418,ACC002428,2249,335,405.5,23,15,2026-05-25
ACT00036419,ACC002547,759,73,484.9,14,5,2026-06-07
ACT00036420,ACC000359,222,77,597.5,9,1,2026-06-06
ACT00036421,ACC001788,17036,692,859.0,114,19,2026-06-29
ACT00036422,ACC001905,2202,147,817.1,22,9,2026-06-24
ACT00036423,ACC002065,212,100,279.4,9,3,2026-06-05
ACT00036424,ACC000343,215,214,342.5,14,5,2026-05-14
ACT00036425,ACC000650,2532,292,880.9,33,5,2026-05-28
ACT00036426,ACC000573,275,266,667.3,14,14,2026-06-29
ACT00036427,ACC001408,393,20,126.5,7,3,2026-07-04
ACT00036428,ACC001224,503,20,519.0,15,1,2026-06-05
ACT00036429,ACC002760,8391,240,869.4,133,87,2026-06-26
ACT00036430,ACC000815,85,20,213.2,4,0,2026-06-07
ACT00036431,ACC000595,9,23,187.4,0,0,2026-06-12
ACT00036432,ACC000981,6805,1841,699.3,132,91,2026-05-18
ACT00036433,ACC001821,95,25,244.2,2,2,2026-05-22
ACT00036434,ACC001876,270,220,132.5,30,7,2026-06-01
ACT00036435,ACC002414,12805,459,1539.6,141,85,2026-07-01
ACT00036436,ACC002833,186,14,211.4,5,2,2026-06-12
ACT00036437,ACC000659,528,10,460.4,4,5,2026-06-15
ACT00036438,ACC002407,13517,1071,1425.5,73,82,2026-05-13
ACT00036439,ACC002713,9385,1095,1632.0,128,76,2026-06-30
ACT00036440,ACC000318,79,12,59.1,2,1,2026-05-31
ACT00036441,ACC001842,55,29,219.3,5,0,2026-05-18
ACT00036442,ACC002257,142,56,410.5,9,5,2026-05-09
ACT00036443,ACC002246,2237,305,311.8,24,15,2026-06-19
ACT00036444,ACC000916,4755,1636,1774.0,168,34,2026-05-19
ACT00036445,ACC002253,16621,1923,796.7,54,58,2026-05-29
ACT00036446,ACC000253,60,4,173.3,0,0,2026-06-06
ACT00036447,ACC002061,1110,313,233.4,25,3,2026-06-08
ACT00036448,ACC000901,11584,1444,330.2,126,11,2026-06-08
ACT00036449,ACC001104,1309,390,697.4,6,12,2026-07-19
ACT00036450,ACC000084,163,12,299.8,2,2,2026-06-08
ACT00036451,ACC000216,168,17,88.5,2,1,2026-06-13
ACT00036452,ACC000230,1419,99,542.1,9,14,2026-06-28
ACT00036453,ACC000668,651,35,316.5,3,3,2026-06-16
ACT00036454,ACC001932,723,172,302.0,27,10,2026-05-13
ACT00036455,ACC000962,-93,95,334.7,2,2,2026-06-09
ACT00036456,ACC001452,176,30,245.4,4,0,2026-06-03
ACT00036457,ACC002546,2146,382,600.1,8,14,2026-06-06
ACT00036458,ACC002236,10348,959,897.7,95,86,2026-06-21
ACT00036459,ACC002668,403,68,242.4,9,4,2026-06-16
ACT00036460,ACC001444,7219,1354,498.2,69,43,2026-06-02
ACT00036461,ACC000982,581,274,164.9,32,11,2026-05-09
ACT00036462,ACC001629,5351,1062,1035.5,64,41,2026-05-18
ACT00036463,ACC002519,292,363,197.4,30,6,2026-06-09
ACT00036464,ACC002840,310,22,488.1,1,5,2026-06-02
ACT00036465,ACC002773,53,1,172.0,3,0,2026-05-17
ACT00036466,ACC000789,759,87,465.6,2,1,2026-06-21
ACT00036467,ACC000219,98,5,155.6,1,0,2026-05-08
ACT00036468,ACC002713,18857,1968,1183.4,120,75,2026-05-24
ACT00036469,ACC000024,2007,82,202.3,26,13,2026-05-08
ACT00036470,ACC000506,-1746,59,883.7,7,8,2026-05-29
ACT00036471,ACC000760,780,96,283.3,12,0,2026-06-30
ACT00036472,ACC000983,1789,312,484.0,7,2,2026-07-03
ACT00036473,ACC001689,119,37,154.0,8,3,2026-06-03
ACT00036474,ACC001983,2657,333,683.2,24,12,2026-06-09
ACT00036475,ACC002433,502,30,435.6,15,3,2026-06-21
ACT00036476,ACC000765,1186,218,737.4,22,10,2026-06-09
ACT00036477,ACC000672,126,2,250.2,3,1,2026-06-29
ACT00036478,ACC001419,680,84,244.4,7,0,2026-06-25
ACT00036479,ACC002523,1692,284,713.9,11,4,2026-06-14
ACT00036480,ACC000313,575,62,461.4,8,0,2026-05-20
ACT00036481,ACC000280,19268,996,1711.2,185,79,2026-07-03
ACT00036482,ACC002018,169,21,226.9,5,0,2026-07-06
ACT00036483,ACC002328,1289,807,1569.3,49,91,2026-06-26
ACT00036484,ACC002368,224,93,259.6,5,0,2026-06-23
ACT00036485,ACC000109,5911,521,1055.2,26,30,2026-06-27
ACT00036486,ACC000809,133,27,207.4,5,1,2026-05-16
ACT00036487,ACC000164,59,64,530.9,11,3,2026-06-06
ACT00036488,ACC002030,69,18,192.1,1,1,2026-06-16
ACT00036489,ACC002847,778,37,146.2,5,0,2026-05-19
ACT00036490,ACC000550,34,18,279.1,4,2,2026-05-19
ACT00036491,ACC002170,2619,59,174.1,37,8,2026-07-01
ACT00036492,ACC002688,799,18,544.5,4,3,2026-06-07
ACT00036493,ACC001133,9,9,100.2,1,2,2026-05-18
ACT00036494,ACC001231,1554,203,984.8,87,97,2026-06-23
ACT00036495,ACC002278,1000,65,859.8,10,2,2026-06-08
ACT00036496,ACC000878,2683,183,619.0,20,8,2026-05-07
ACT00036497,ACC000055,244,43,470.8,9,4,2026-06-03
ACT00036498,ACC001250,552,36,127.2,4,0,2026-05-13
ACT00036499,ACC002750,442,161,387.3,22,12,2026-05-13
ACT00036500,ACC000432,490,51,390.6,13,5,2026-05-10
ACT00036501,ACC000869,2528,144,232.0,31,2,2026-05-11
ACT00036502,ACC001278,441,10,270.3,11,2,2026-10-16
ACT00036503,ACC000216,84,13,244.3,2,1,2026-05-22
ACT00036504,ACC002766,473,93,296.6,12,2,2026-05-31
ACT00036505,ACC000787,126,52,591.6,2,2,2026-06-19
ACT00036506,ACC001605,619,39,263.7,12,2,2026-06-21
ACT00036507,ACC000684,585,42,168.8,6,4,2026-05-13
ACT00036508,ACC000262,-627,19,142.5,5,0,2026-06-04
ACT00036509,ACC001649,2850,267,580.5,24,6,2026-05-20
ACT00036510,ACC000288,518,39,346.2,4,3,2026-06-14
ACT00036511,ACC000388,2408,334,662.2,33,9,2026-05-09
ACT00036512,ACC000334,611,92,160.2,6,1,2026-06-21
ACT00036513,ACC002294,747,43,161.4,4,5,2026-05-26
ACT00036514,ACC000878,360,142,126.6,15,15,2026-05-13
ACT00036515,ACC000540,17970,1719,1075.5,101,55,2026-05-27
ACT00036516,ACC002417,11,7,175.2,4,0,2026-05-28
ACT00036517,ACC001530,1945,285,448.0,35,10,2026-06-09
ACT00036518,ACC002452,11049,1840,1093.9,49,19,2026-06-13
ACT00036519,ACC000482,782,268,664.1,38,5,2026-05-09
ACT00036520,ACC001483,4814,1688,1632.1,112,13,2026-05-27
ACT00036521,ACC000928,2328,238,572.7,22,2,2026-05-28
ACT00036522,ACC000013,1724,998,564.1,41,88,2026-06-02
ACT00036523,ACC001082,6599,234,431.7,44,96,2026-05-28
ACT00036524,ACC000584,1408,166,409.9,15,14,2026-05-26
ACT00036525,ACC002630,180,78,105.8,13,5,2026-06-02
ACT00036526,ACC000906,2835,258,197.8,24,12,2026-05-31
ACT00036527,ACC001108,152,24,244.8,1,0,2026-07-03
ACT00036528,ACC000360,226,142,575.4,32,13,2026-05-29
ACT00036529,ACC001854,2300,108,554.3,10,12,2026-07-04
ACT00036530,ACC000162,522,61,505.2,3,3,2026-05-11
ACT00036531,ACC001980,590,90,184.4,1,1,2026-06-23
ACT00036532,ACC002740,117,27,286.8,3,0,2026-06-21
ACT00036533,ACC002214,19490,1221,348.7,165,39,2026-06-17
ACT00036534,ACC000719,2972,237,470.2,6,7,2026-06-05
ACT00036535,ACC001051,694,381,273.3,14,13,2026-05-21
ACT00036536,ACC000939,-767,58,434.2,5,0,2026-05-16
ACT00036537,ACC000489,832,55,530.5,6,5,2026-06-26
ACT00036538,ACC002327,1642,243,318.7,9,11,2026-05-19
ACT00036539,ACC001578,1971,57,359.0,20,11,2026-05-14
ACT00036540,ACC001838,119,13,194.4,5,1,2026-05-14
ACT00036541,ACC002391,738,87,192.0,14,4,2026-05-12
ACT00036542,ACC000738,585,12,147.9,12,3,2026-06-23
ACT00036543,ACC002447,46,1,251.3,4,2,2026-05-25
ACT00036544,ACC001488,543,53,491.7,7,5,2026-06-08
ACT00036545,ACC001992,1541,70,240.3,5,2,2026-06-14
ACT00036546,ACC001206,296,60,133.7,9,3,2026-06-10
ACT00036547,ACC002220,2375,343,499.2,19,10,2026-06-15
ACT00036548,ACC001522,176,19,298.4,2,0,2026-05-29
ACT00036549,ACC001488,600,14,447.5,3,4,2026-05-23
ACT00036550,ACC000742,2799,167,622.6,39,4,2026-06-24
ACT00036551,ACC001721,148,28,150.7,0,2,2026-05-09
ACT00036552,ACC002098,701,56,336.4,6,3,2026-06-03
ACT00036553,ACC001835,274,91,286.5,7,1,2026-06-07
ACT00036554,ACC002259,174,19,157.9,4,0,2026-06-05
ACT00036555,ACC002855,431,27,262.7,5,4,2026-06-15
ACT00036556,ACC001059,686,219,531.9,15,6,2026-05-07
ACT00036557,ACC000752,779,15,435.3,4,2,2026-05-07
ACT00036558,ACC001552,143,19,173.1,1,1,2026-05-26
ACT00036559,ACC000365,81,25,210.0,3,1,2026-05-21
ACT00036560,ACC002658,724,60,215.3,14,3,2026-05-20
ACT00036561,ACC000607,508,67,174.2,5,2,2026-05-16
ACT00036562,ACC002403,7863,1002,1397.3,114,59,2026-06-25
ACT00036563,ACC002368,775,37,565.1,6,0,2026-06-15
ACT00036564,ACC001275,630,88,583.7,7,0,2026-06-20
ACT00036565,ACC000732,1359,189,484.1,36,2,2026-07-05
ACT00036566,ACC001029,513,37,227.3,11,2,2026-05-29
ACT00036567,ACC001027,266,81,377.9,12,3,2026-06-05
ACT00036568,ACC001548,797,64,418.3,15,1,2026-06-29
ACT00036569,ACC000631,567,14,389.5,8,5,2026-05-10
ACT00036570,ACC001025,423,99,430.5,15,2,2026-05-09
ACT00036571,ACC000856,2867,177,752.9,18,3,2026-06-21
ACT00036572,ACC000249,2894,166,343.0,20,11,2026-06-01
ACT00036573,ACC001814,199,28,32.4,3,0,2026-05-23
ACT00036574,ACC000154,18234,447,1765.1,23,74,2026-06-07
ACT00036575,ACC002075,12074,863,929.9,91,69,2026-07-03
ACT00036576,ACC001627,229,27,551.1,1,1,2026-06-12
ACT00036577,ACC001654,150,16,179.1,2,0,2026-06-01
ACT00036578,ACC001066,604,381,444.2,34,6,2026-05-13
ACT00036579,ACC001982,359,16,547.1,6,3,2026-05-20
ACT00036580,ACC002757,2921,380,590.9,37,11,2026-06-07
ACT00036581,ACC001340,634,96,402.2,7,4,2026-05-14
ACT00036582,ACC001963,141,23,186.9,4,2,2026-05-24
ACT00036583,ACC001184,89,11,118.6,4,1,2026-06-13
ACT00036584,ACC000679,9975,839,1666.3,129,35,2026-06-06
ACT00036585,ACC000448,2907,284,507.4,34,4,2026-05-11
ACT00036586,ACC001345,4919,1623,912.7,192,55,2026-06-19
ACT00036587,ACC001754,429,88,227.1,14,4,2026-06-27
ACT00036588,ACC001279,787,38,580.6,3,5,2026-06-15
ACT00036589,ACC001691,-62,28,209.5,4,2,2026-05-27
ACT00036590,ACC000866,603,62,162.8,5,5,2026-06-02
ACT00036591,ACC002666,1617,113,561.8,27,7,2026-05-15
ACT00036592,ACC002993,7752,591,598.0,183,19,2026-07-02
ACT00036593,ACC001247,152,23,75.7,5,0,2026-06-01
ACT00036594,ACC002101,773,26,447.2,4,0,2026-07-03
ACT00036595,ACC000675,799,62,417.8,11,4,2026-07-01
ACT00036596,ACC000961,864,384,392.4,15,14,2026-06-23
ACT00036597,ACC000280,10041,983,899.8,79,32,2026-05-28
ACT00036598,ACC000856,-1871,239,180.8,22,15,2026-06-11
ACT00036599,ACC002573,397,49,584.4,2,5,2026-07-06
ACT00036600,ACC001529,402,32,485.8,2,2,2026-06-04
ACT00036601,ACC000618,2981,213,675.8,37,2,2026-06-30
ACT00036602,ACC001595,378,68,114.8,3,2,2026-05-29
ACT00036603,ACC000803,137,6,168.4,0,2,2026-05-31
ACT00036604,ACC002103,165,13,277.6,5,0,2026-06-11
ACT00036605,ACC000294,337,26,381.1,4,0,2026-06-19
ACT00036606,ACC000858,1403,374,242.6,37,5,2026-05-22
ACT00036607,ACC001977,574,56,421.4,15,2,2026-05-25
ACT00036608,ACC001857,399,295,142.7,15,5,2026-05-19
ACT00036609,ACC002254,16617,724,1706.6,143,16,2026-07-04
ACT00036610,ACC000701,9967,381,861.4,114,16,2026-05-20
ACT00036611,ACC001131,1966,324,743.2,26,14,2026-05-15
ACT00036612,ACC000956,435,60,503.9,7,5,2026-06-20
ACT00036613,ACC001108,73,20,201.6,4,1,2026-06-10
ACT00036614,ACC002533,711,49,209.7,8,3,2026-06-10
ACT00036615,ACC002155,642,81,157.9,10,11,2026-06-12
ACT00036616,ACC002579,1264,400,682.8,21,5,2026-06-14
ACT00036617,ACC002026,449,31,264.6,8,2,2026-06-28
ACT00036618,ACC002785,667,57,165.9,8,2,2026-05-24
ACT00036619,ACC002293,13947,1614,1050.6,60,49,2026-06-04
ACT00036620,ACC002056,1727,155,395.7,34,6,2026-06-02
ACT00036621,ACC002672,2439,280,379.6,26,8,2026-07-06
ACT00036622,ACC000227,18356,547,1438.3,115,28,2026-05-20
ACT00036623,ACC000722,261,95,221.4,13,2,2026-05-08
ACT00036624,ACC002239,440,28,480.0,5,4,2026-05-31
ACT00036625,ACC002574,143,18,253.5,4,1,2026-06-10
ACT00036626,ACC002158,2543,878,1715.4,54,21,2026-05-18
ACT00036627,ACC000998,-7650,540,809.8,182,74,2026-06-15
ACT00036628,ACC002139,2779,378,458.9,7,7,2026-05-07
ACT00036629,ACC000309,244,272,754.9,17,15,2026-05-25
ACT00036630,ACC001365,416,65,200.6,14,3,2026-06-25
ACT00036631,ACC002754,1416,182,436.1,32,9,2026-06-07
ACT00036632,ACC001824,18533,949,806.2,179,41,2026-06-26
ACT00036633,ACC002014,1887,262,713.1,38,4,2026-05-27
ACT00036634,ACC001392,4858,1814,1493.2,34,29,2026-07-05
ACT00036635,ACC002942,31,6,273.0,5,1,2026-06-11
ACT00036636,ACC001817,3050,1206,1063.5,169,44,2026-05-11
ACT00036637,ACC002438,7817,356,562.0,83,74,2026-05-23
ACT00036638,ACC002128,213,43,142.0,3,0,2026-06-09
ACT00036639,ACC001492,73,8,84.2,4,2,2026-05-07
ACT00036640,ACC001608,1447,101,151.3,6,5,2026-05-30
ACT00036641,ACC000549,16650,933,484.5,36,58,2026-06-04
ACT00036642,ACC002522,722,61,490.6,4,4,2026-06-06
ACT00036643,ACC002413,959,359,430.7,22,12,2026-05-14
ACT00036644,ACC001229,1189,227,773.6,13,7,2026-05-19
ACT00036645,ACC001761,133,45,304.6,5,4,2026-06-05
ACT00036646,ACC001810,533,65,194.8,4,5,2026-05-09
ACT00036647,ACC002529,-403,84,169.7,9,2,2026-05-09
ACT00036648,ACC000670,1895,351,601.1,28,2,2026-07-04
ACT00036649,ACC001687,19132,1540,1611.8,136,62,2026-05-27
ACT00036650,ACC000336,682,78,580.8,14,4,2026-06-11
ACT00036651,ACC001289,251,90,146.5,2,3,2026-06-30
ACT00036652,ACC001356,2091,359,725.1,13,6,2026-05-29
ACT00036653,ACC000817,801,156,426.4,7,5,2026-06-25
ACT00036654,ACC002613,2297,369,570.5,32,4,2026-06-23
ACT00036655,ACC002255,443,53,189.4,7,1,2026-06-23
ACT00036656,ACC001791,19428,825,864.5,111,81,2026-06-18
ACT00036657,ACC000411,45,14,140.8,5,2,2026-05-19
ACT00036658,ACC000118,724,37,179.6,13,3,2026-06-30
ACT00036659,ACC002159,2400,269,185.9,36,8,2026-06-26
ACT00036660,ACC002739,11271,1185,1738.3,162,48,2026-06-02
ACT00036661,ACC000037,18953,1439,1339.8,147,13,2026-05-22
ACT00036662,ACC001330,478,121,293.4,21,11,2026-05-18
ACT00036663,ACC001914,10559,565,978.9,169,92,2026-05-28
ACT00036664,ACC000120,59,40,368.2,12,2,2026-06-18
ACT00036665,ACC000173,962,117,802.7,23,10,2026-05-23
ACT00036666,ACC002872,557,68,105.3,13,4,2026-06-20
ACT00036667,ACC000607,254,43,414.2,15,2,2026-06-02
ACT00036668,ACC002842,2854,73,453.5,20,9,2026-06-03
ACT00036669,ACC000074,216,69,154.7,3,2,2026-06-24
ACT00036670,ACC000914,174,30,224.9,2,2,2026-05-23
ACT00036671,ACC001937,2187,58,584.5,36,8,2026-06-08
ACT00036672,ACC000186,688,16,404.0,6,0,2026-06-12
ACT00036673,ACC002085,1269,1264,395.1,186,46,2026-05-19
ACT00036674,ACC002211,11275,356,1266.5,85,42,2026-06-12
ACT00036675,ACC001804,7967,422,974.2,158,24,2026-05-24
ACT00036676,ACC001842,179,2,273.5,4,0,2026-06-03
ACT00036677,ACC000230,1269,210,571.9,26,15,2026-06-09
ACT00036678,ACC000519,538,229,621.3,25,13,2026-05-30
ACT00036679,ACC000457,198,9,275.4,5,2,2026-07-02
ACT00036680,ACC001569,125,70,204.2,13,1,2026-06-24
ACT00036681,ACC002676,618,58,468.4,7,5,2026-06-08
ACT00036682,ACC000195,200,99,520.2,7,1,2026-06-24
ACT00036683,ACC000441,19277,397,1133.7,159,13,2026-07-03
ACT00036684,ACC001791,9519,977,689.6,145,70,2026-06-01
ACT00036685,ACC002537,1789,384,777.3,11,15,2026-06-26
ACT00036686,ACC001987,2439,147,870.9,16,9,2026-05-13
ACT00036687,ACC001603,216,64,164.1,14,2,2026-06-17
ACT00036688,ACC002558,92,27,87.3,4,1,2026-06-23
ACT00036689,ACC002555,137,3,148.8,3,0,2026-06-06
ACT00036690,ACC002617,689,63,499.2,1,0,2026-05-19
ACT00036691,ACC002067,756,52,155.8,1,3,2026-06-02
ACT00036692,ACC001248,504,12,468.0,1,3,2026-05-30
ACT00036693,ACC001835,668,79,167.6,8,0,2026-06-23
ACT00036694,ACC001516,704,70,78.2,7,3,2026-05-17
